PropertyID,NewPropertyID,Property,Address,YearAcquired,OwnedAcres,PolParkFinder,Zip,SubArea,SpecialInfo,ProgramInfo,HistoricalInfo,Phone,AltProperty,PayToPark,Facebook,ActivityCatalog,ConstantContact,latitude,longitude
1218,1218,Beach Community Garden,4629 N Campbell Avenue,2003,0.41323248,1,97217,N,,,"This site has been in use since the 1960s when two families started a garden on unused city land. They hired a farmer to plow the site each spring. By the 1980s, the garden was so well tended that it won a national contest and was featured on the <i>Victory Garden</i> show on public television. To this day, this garden remains an icon of community development in northeast Portland. <p>",5038231612,Beach Community Garden,,PDXcommunitygardens,,,45.556544,-122.685736
1221,1221,Arnold Creek Natural Area,SW 11th Drive and Arnold Street,1995,0.47920382,1,97219,SW,,,,,Arnold Creek Natural Area,,,,,45.445595,-122.690099
1224,1224,Senns Dairy Park,11206 NE Prescott Street,2000,1.05963946,1,97220,OE,Park hours: 5:00am-midnight,,"Senn’s Dairy Park is named for the family-owned business that operated on the site years ago. PP&R and community leaders worked through obstacles, including possible contamination by leaks from an underground fuel storage tank, to develop this site. The Portland Brownfields Showcase Program, a generous environmental contractor named Pat Brady, schoolchildren, neighbors, and community service volunteers all pitched in to build the park. The master plan calls for an entirely native landscape, a grassy lawn with benches and picnic table, a walking path, a playground, and community garden plots. This project demonstrates a successful partnership; the community and city staff working together to create a unique neighborhood asset.",,Senn's Dairy Park,,,,,45.554969,-122.546794
1230,1230,Sellwood Community Garden,2033 SE Harney Street,2004,0.22957388,1,97202,SE,,,,5038231612,Sellwood Community Garden,,PDXcommunitygardens,,,45.462392,-122.64344
1236,1236,Pier Community Garden,10198 N Iris Way,2004,0.97955393,1,97203,N,,,,5038231612,Pier Community Garden,,PDXcommunitygardens,,,45.600356,-122.749036
1237,1237,Hazeltine Park,5416 SE Flavel Drive,2001,1.02336288,1,97206,SE,Park hours: 5:00am-midnight,,"The park is named in honor of longtime neighborhood resident Dick Hazeltine, considered by many as a ""founder"" of the Brentwood-Darlington neighborhood. For several decades, he has been at the forefront of many neighborhood improvement initiatives, including the building of the community center, establishing the neighborhood watch program, and organizing neighborhood clean-ups. His tireless efforts resulted in the development of the Nehalem property into a neighborhood park.  On December 1, 2018, PP&R held a nature patch ""ribbon cutting"" and park rededication with Johnson Creek Watershed Council and neighborhood champions, who have worked tirelessly to improve the park since PP&R acquired the property in 2001. The park was named to honor lifelong Brentwood-Darlington residents, Dick and his late wife Opal Hazeltine. During the dedication, a tree was planted in Opal's memory.",,Hazeltine Park,,,,,45.465481,-122.607892
1239,1239,Holly Farm Park,10819 SW Capitol Highway,2003,1.70217091,1,97219,SW,"Park hours: 5:00am-midnight  <b>BEECN - A Basic Earthquake Emergency Communication Node</b> (pronounced beacon) is a place to go in Portland after a major earthquake to ask for emergency assistance if phone service is down, or report severe damage or injury. <a href=""https://www.portlandoregon.gov/pbem/59630""target=""_blank"">More information here.</a>  <b>Accessibility Information</b>  <i>Parking</i> - Street parking - Paved pathway to play area - 50 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements  <i>Other Amenities</i> - Accessible restroom - Accessible picnic table","<a href=""https://www.portlandoregon.gov/parks/50045"" Skateboard Program Information</a>  <b>Skatespot Stats</b> The skatespot is 2,800 sq ft and includes a unique bowl design with extensions and a curved spine as well as a smaller brick-stamped transition section around the edge of the park. Transition heights range from approximately 5-8' in the main bowl area while the smaller brick-stamped section is about 3' tall.","For decades, the property was used as an experimental site for cultivating holly trees and was known as Holly Farm. When the owner left the property, the West Portland Park neighborhood advocated for converting it into a park. Beginning in early 2005, the Neighborhood Steering Committee, Portland Parks Foundation, Walker Macy, PP&R, and community members worked together to develop a master plan for the new park which opened in September 2007. <p>",,Holly Farm Park,,,,,45.447179,-122.726353
1241,1241,Columbia Slough Natural Area,11140 NE Simpson Street,2011,,0,97220,OE,,,,,,,,,,45.56509,-122.547809
1255,1255,Eastmoreland Garden,2425 SE Bybee Blvd,2004,0.40774098,1,97202,SE,,,,,Eastmoreland Garden,,,,,45.474034,-122.636136
1258,1258,McCoy Park,N Trenton Street and Newman Avenue,2005,3.82282617,1,97203,N,"Park hours: 5:00am-10:00pm  This park has a splash pad - <a href=""https://www.portlandoregon.gov/parks/article/578662""  target=""_blank"">click here for hours and more information</a>.  To reserve a picnic area, call 503-823-2525. <a href=""http://www.portlandonline.com/parks/index.cfm?c=38301""  target=""_blank"">Picnic Site Maps & Info</a>  <b>Accessibility Information</b>  <i>Parking</i> - Street parking - Paved pathway to play area - 50 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements  <i>Other Amenities</i> - Accessible restroom - Accessible picnic table - Accessible spray feature  <b>Artwork</b> Granite disks, sculpted by Horatio Hung-Yan Law and embedded in the spiral pathway, represent the moon's phases. Various cultural ideas about the cycle of life are captured in the quotations, proverbs, folk sayings, and myths etched in the disks. Benches sculpted with squirrels and salmon by Mufu Ahmed provide seating in the park.","The splash pad will be turned on the Friday before Memorial Day through the end of September, from 11:00 AM-9:00 PM.","Located in the New Columbia housing development, this park was named in honor of Bill and Gladys McCoy, African-American political leaders who brought attention to the issues of minority and low-income people in north Portland. Gladys McCoy was the first African-American to serve on the Portland School Board in 1970 and as a Multnomah County commissioner from 1979-1984. She was elected as county chairwoman in 1986. Bill McCoy was the first African-American to be elected to the Oregon Legislature in 1973. His senate district covered north Portland and much of northeast Portland. <p>",,McCoy Park,,,,,45.589767,-122.716412
1261,1261,Rigler Community Garden,NE 52nd Avenue and Prescott Street,2004,0.37413747,1,97218,NE,,,"In 2000, Will Levenson and Starr Hogeboom, Friends of Trees volunteers who were in the Cully neighborhood selling trees door-to-door, noticed an ugly, dusty piece of land that Rigler School was using for overflow parking. Given that the neighborhood had no park, they came up with the idea of creating a community garden in that space. For the next two years, they applied for grants, recruited volunteers, solicited donations from local businesses, filed for city permits, and negotiated a lease with Portland Public Schools to prevent the land from being sold. In total, the group received $60,000 in grants and $10,000 in fundraising. Donated materials were worth an estimated $40,000. The garden opened in September 2005.  The Rigler Peace Garden, as it was unofficially named by the group of volunteers who built it, is used for both community gardening and for education. Its entrance, made of bricks and featuring a shiny sculpture made of galvanized steel and student artwork, invites children to learn about natural science as well as how to grow flowers and vegetables. A concrete path leads to a gazebo where teachers hold class. The inverted roof of the gazebo captures rainwater and funnels it down a chain into an underground storage tank that is connected to a hand-operated water pump. The north side of the garden is shaded by dozens of native trees, each one sponsored by a different Rigler classroom.",5038231612,Rigler Community Garden,,PDXcommunitygardens,,,45.555723,-122.609263
1262,1262,McCoy Community Garden,9399 N Newman Avenue,2004,0.24963367,1,97203,N,,,"Created by Suzanne Lee, the community garden fence panels mark each of the four entries to the garden and represent different areas of the world. The images of food and plants along with their quotations offer visual and cultural references which reflect both the similarities and differences between cultures. <p>",5038231612,McCoy Community Garden,,PDXcommunitygardens,,,45.590278,-122.716378
1264,1264,Washington Monroe Property,531 SE 14th Avenue,2004,,0,97214,SE,,,,,,,,,,45.518377,-122.652885
1273,1273,Tanner Springs Park,NW 10th Avenue and Marshall Street,2003,0.91827684,1,97209,CC/NW,Park hours: 5:00am-midnight,"This park is maintained with the volunteer assistance of the Friends of Tanner Springs. To find out how you can help at your neighborhood park, call 503-823-5121.","What is now known as the Pearl District was once a wetland and lake fed by streams that flowed down from the nearby hills in southwest Portland. These wooded hillsides provided a natural filter for the streams, cleansing the water as it made its way to the Willamette River. The springs from Tanner Creek, named for the tannery built by pioneer Daniel Lownsdale in 1845, flowed into the shallow basin of Couch Lake, now the area surrounding Tanner Springs Park. As the population of Portland grew in the late 19th century, Tanner Creek was rerouted through an underground system of pipes to the Willamette River. The lake and the surrounding wetland were eventually filled to make way for warehouses and rail yards which in turn were replaced by residences, shops, and public spaces. Today, the park sits about 20 feet above the former lake surface.  From the beginning of the planning efforts for the Pearl District in the early 1990s, the creation of a network of open spaces was an important goal of both the neighborhood and the City. In 1998, a conceptual plan for the new parks and open spaces was proposed by the Tanner Creek and Water Feature Steering Committee and approved by City Council. Those recommendations served as a point of departure for planning the district's parks.  In June 1999, Peter Walker & Partners, a landscape architecture firm, was retained to provide concepts for three new parks between Tenth and Eleventh Avenues in the River District. They developed and refined plans for the parks with input from a Project Steering Committee and two public workshops. The final plan is characterized by a series of recurring elements which strengthen the connection between each of the three parks. Jamison Square was the first to be developed.  North Park Square was the working name given the second block to be developed. Planning for this park began in early 2003. Atelier Dreiseitl, a renowned German design firm, and GreenWorks, P.C., an award-winning, local landscape architecture firm, were selected to design the park. A series of community workshops were held between January and June 2003, allowing the public to participate in the design process. After committee review, the name Tanner Springs was adopted in April 2005. The springs connect the park to Tanner Creek that at one time flowed openly through this area; today it flows through large pipes beneath the city streets. Since the design of the park attempts to recapture the area's past with its native wetlands and flowing runnels, the name is fitting.  The Artwall runs along the east edge of the park. It is composed of 368 railroad tracks set on end and integrates 99 pieces of fused glass inset with images of dragonflies, spiders, amphibians, and insects. The images were hand-painted by Herbert Dreiseitl directly onto Portland glass, which was then fused and melted to achieve the final effect. <p>",,Tanner Springs Park,,,,,45.531161,-122.681973
1275,1275,Alice Ott SUN Community School,12500 SE Ramona Street,,0,1,97236,SE,,,,5038232279,Alice Ott SUN Community School,,,,,45.47945,-122.534752
1276,1276,Arleta SUN Community School,5109 SE 66th Avenue,,0,1,97206,SE,,,,5039166332,Arleta SUN Community School,,,,,45.486023,-122.596341
1277,1277,Beaumont SUN Community School,4043 NE Fremont Street,,0,1,97212,NE,,,,5039165615,Beaumont SUN Community School,,,,,45.548872,-122.620978
1278,1278,Centennial SUN Community School,17650 SE Brooklyn Street,,0,1,97236,SE,,,,5037623463,Centennial SUN Community School,,,,,45.501733,-122.479277
1280,1280,Faubion SUN Community School,2930 NE Dekum Street,,0,1,97211,NE,"New Address 2930 NE Dekum Street, Portland, Oregon 97211",,,5039165694,Faubion SUN Community School,,,,,45.571081,-122.63499
1281,1281,Roseway Heights SUN Community School,7334 NE Siskiyou Street,,0,1,97213,NE,,,,5039165865,Roseway Heights SUN Community School,,,,,45.544106,-122.587495
1282,1282,Grout SUN Community School,3119 SE Holgate Blvd,,0,1,97202,SE,,,,5039166421,Grout SUN Community School,,,,,45.490991,-122.633245
1283,1283,Lane SUN Community School,7200 SE 60th Avenue,,0,1,97206,SE,,,,5039162910,Lane SUN Community School,,,,,45.471337,-122.601593
1285,1285,Mt. Tabor SUN Community School,5800 SE Ash Street,,0,1,97215,SE,,,,5039162915,Mt. Tabor SUN Community School,,,,,45.521039,-122.60412
1286,1286,Parkrose SUN Community School,12003 NE Shaver Street,,0,1,97220,NE,,,,5034082640,Parkrose SUN Community School,,,,,45.552743,-122.539887
1291,1291,Joseph Wood Hill Park,NE Rocky Butte Road,1988,2.42129284,1,97220,NE,"Park hours: 5:00am-midnight  To reserve a wedding site, call 503-823-2525.",,"In 1901, Joseph Wood Hill established Hill Military Academy in northwest Portland.  He soon moved his school to the Rocky Butte area. Many street names in this neighborhood refer to Hill's Academy.",,Joseph Wood Hill Park,,,,,45.546432,-122.56594
1322,1322,Alder Ridge Natural Area,NW Skyline Blvd,1998,,0,97229,CC/NW,,,,,,,,,,45.556033,-122.783858
1325,1325,Earl Boyles Community Garden,SE 110th Avenue and Francis Street,2007,0.28292144,1,97266,OE,,,,5038231612,Earl Boyles Community Garden,,PDXcommunitygardens,,,45.49322,-122.551418
1326,1326,Senns Community Garden,NE 112th Avenue and Prescott Street,2007,0.39077078,1,97220,OE,,,,5038231612,Senn's Community Garden,,PDXcommunitygardens,,,45.554694,-122.546645
1329,1329,Sitton SUN Community School,9930 N Smith Street,,0,1,97203,N,,,,5039165654,Sitton SUN Community School,,,,,45.599925,-122.758429
1330,1330,Oregon Holocaust Memorial,SW Washington Way and Wright Avenue,,0,1,97204,SW," <a href=""http://www.ohrconline.org/memorial/about-the-memorial/"" target=""_blank"">More information</a> about the Oregon Holocaust Memorial  <strong>Special Note on Access</strong> Parking for cars is very limited in Washington Park, especially during warm, sunny weekends. About 40% of all visitors skip the parking and arrive by rideshare, walking, biking or using TriMet transit service.&nbsp;Once you&rsquo;re in the park, use the&nbsp;<a href=""http://explorewashingtonpark.org/getting-here#shuttle""><strong>free seasonal shuttle</strong></a>&nbsp;to explore the park.",,"The Oregon Holocaust Memorial was dedicated on August 29, 2004. The memorial features a stone bench adorned with wrought-iron gating, screened from the street by rhododendron bushes. The bench sits behind a circular, cobblestoned area - simulating a town square. During the Holocaust, many Jewish families were gathered in town squares before being loaded onto trains and taken to concentration camps. The square contains scattered bronzes of shoes, glasses, a suitcase, and other items to represent everyday objects that were left behind. A European-style, cobblestone walkway with inlaid granite bars, simulating railroad tracks, leads to a wall of history panels - giant, stone placards that offer a brief history of the Holocaust and quotes from Holocaust survivors. At the end of the wall is the soil vault panel. Buried below the panel are interred soil and ash from six killing-center camps of the Holocaust - Chelmno, Treblinka, Sobibor, Belzec, Majdanek, and Auschwitz-Birkenau. The back of the wall is engraved with the names of people who died in the camps, followed by the names of their surviving relatives in Oregon and SW Washington. <p>",,Oregon Holocaust Memorial - Washington Park,http://washingtonparkpdx.org/parking/,,,,45.522309,-122.703815
1332,1332,Ross Island Natural Area,Island,2008,34.28398903,1,,SE,Ross Island is only open to the public through volunteer work parties.,"At this time, access to the site is limited to individuals or small groups that volunteer on PP&R projects or those organized by our community partners: <a href=""http://www.audubonportland.org""  target=""_blank"">Audubon Society of Portland</a>, <a href=""http://www.willametteriverkeeper.org""  target=""_blank"">Willamette Riverkeeper</a>, and <a href=""http://www.urbangreenspaces.org/healthy_river.htm""  target=""_blank"">Urban Greenspaces Institute</a>. When PP&R completes a habitat management plan for the site, it will also include access options. For now, the best way to see the island is by boat or from the Springwater on the Willamette and South Waterfront. Numerous paddle trips are offered by our community partners throughout the year.  The first round of invasive species removal took place in the fall of 2008 by a contracted crew. Follow-up treatments will continue over the next two years with possible plantings starting in the winter of 2010.","Ross Island occupies the middle of the Willamette River in southwest Portland. Most of it is owned by Ross Island Sand and Gravel, a company that has mined river gravel there since the 1920s. On October 31, 2007, Dr. R. B. Pamplin, Jr. donated 44.83 upland acres, not including the lagoon shoreline edge, to the City of Portland.  Ross Island is part of the Holgate Channel and Oaks Bottom Wildlife Refuge complex. The complex makes up a significant regional fish and wildlife habitat and is one of the most scenic reaches of the lower Willamette River. It has been designated an Important Bird Area by the Audubon Society of Portland because of it use by both migratory and resident birds. There is a bald eagle nest on the City’s parcel and a small Great Blue Heron rookery on the island’s northern tip, property owned by the Port of Portland. <p>",,Ross Island Natural Area,,,,,45.492828,-122.665271
1335,1335,Director Park,815 SW Park Avenue,2009,0.70666104,1,97205,CC/NW,Park hours: 5:00am-midnight,"Go to <a href=""http://www.portlandonline.com/parks/index.cfm?c=52453"">Director Park</a>","My grandparents, Simon and Helen Director, were part of a generation of immigrants whose hard work helped build this city. Simon Director (1891-1981) was born in the small Russian village of Chartoriysk. He arrived in Portland in 1910 and began work as a butcher. Helen Holtzman (1900-1976) was born in Warsaw, Poland. She arrived in Portland in 1915 and that same year met and married my grandfather. They had three daughters, June, Ruth, and Arlene.  Simon and Helen Director served their community with distinction, paving the way for their children and grandchildren and for generations to come. This park honors their memory and that of their generation in the hope that those who follow will continue their efforts to make Portland the wonderful city that we call home. <i>~ Jordan Director Schnitzer</i> <p>",,Director Park,,http://www.CMCpdxcom/pages/Director-Park/104741209574390?ref=ts&__a=11&,,,45.51868,-122.681461
1336,1336,Hazelwood Community Garden,1017 NE 117th Avenue,2008,0.33876732,1,97220,OE,,,,5038231612,Hazelwood Community Garden,,PDXcommunitygardens,,,45.530808,-122.543328
1337,1337,Peace Community Garden,12727 SE Market Street,2008,0.26128687,1,97233,OE,,,,5038231612,Peace Community Garden,,PDXcommunitygardens,,,45.512337,-122.532167
1383,1383,Vestal Community Garden,NE 81st Avenue and Everett Street,2010,0.38524191,1,97215,SE,,,,5038231612,Vestal Community Garden,,PDXcommunitygardens,,,45.524878,-122.580833
1384,,Werbin Property,5200 NE Alberta Street,2009,,0,97218,NE,,,,,,,,,,45.558638,-122.608794
1385,1385,Elizabeth Caruthers Park,3508 SW Moody Avenue,2009,2.12259245,1,97239,SW,"Park hours: 5:00am-midnight  This park has a splash pad - <a href=""https://www.portlandoregon.gov/parks/article/578662""  target=""_blank"">click here for hours and more information</a>.",,"The park is named for Elizabeth Caruthers, an early pioneer woman who was one of the first settlers in the southern part of the young city of Portland. Elizabeth Caruthers was born in Tennessee. In 1816 she married Joe Thomas, and the couple had one son. She later rejected her married name, and in 1847 she and the son, Finice Caruthers, came to Oregon. They settled here on the banks of the river near the abandoned 1842 Johnson cabin. Under the Donation Land Claim Act of 1850, they claimed this 640-acre section. Elizabeth died in 1857 and Finice in 1860. Their deaths, without wills or heirs, led to fraudulent claims and litigation, which reached the United States Supreme Court in 1868. There the matter was resolved in a landmark decision ruling that, under the 1850 Donation Act, a woman - married or not - had the same property rights as a man. SW Caruthers Street, SE Caruthers Street, and Caruthers Creek in Marquam Gulch also reflect the family's prominence in the early history of Portland.  Prior to European contact, over 50,000 Native Americans lived in the Portland area and hundreds of thousands of Native Americans came to trade along the river. During the time of early land agreements and negotiations with local tribes, the South Waterfront area became a relocation camp for Native Americans who were removed from other parts of the city. This is one of many greenspaces within our park system that are sacred and important sites to our Native communities. <p>",,Elizabeth Caruthers Park,,,,,45.497137,-122.671408
1386,1386,Buttes Natural Area,SE 147th and Clatsop Street,2008,,0,97236,OE,,,,,,,,,,45.469048,-122.513523
1395,1395,Beggars Tick,SE 111th Avenue North of Foster Road,2010,,0,97266,OE,,,,,,,,,,45.479452,-122.550676
1396,1396,Gilbert Heights Community Garden,4209 SE 130th Avenue,2010,0.44122154,1,97236,OE,,,,5038231612,Gilbert Heights Community Garden,,PDXcommunitygardens,,,45.491998,-122.530498
1406,1406,Baltimore Woods Natural Area,N Catlin Avenue and Decatur Street,2010,,0,97203,N,,,,,,,,,,45.594255,-122.765202
1407,1407,Veterans Creek Natural Area,SE Mt. Scott Blvd,2011,,0,97266,OE,,,,,,,,,,45.465375,-122.56184
1410,1410,Furey Community Garden,11820 SE Reedway Street,2011,0.36812427,1,97266,OE,,,"The garden was developed on the Furey property, an open field that had been vacant for 50 years, located on Zenger Farm, a six-acre urban farm which provides educational opportunities for youth, farmers, and families in sustainable agriculture, wetland ecology, and food security. <p>",5038231612,Furey Community Garden,,PDXcommunitygardens,,,45.48108,-122.542226
1411,,South Waterfront Central District Greenway,SW Gaines Street and River Parkway,2011,,0,97239,CC/NW,,,,,,,,,,45.497386,-122.667846
1412,1412,Waud Bluff Trail,N Basin Avenue,2011,,0,97203,N,,,,,,,,,,45.572328,-122.72222
1413,1413,Deardorff Creek Natural Area,SE Flavel Street and Deardorff Road,2011,,0,97236,OE,,,,,,,,,,45.470199,-122.524855
1414,1414,Wilkes Headwaters Property,15300 NE Klickitat Street,2011,,0,97230,OE,,,,,,,,,,45.545491,-122.505303
1416,1416,Cross Levee Natural Area,NE 145th Avenue and Airport Way,2004,,0,97230,OE,,,,,,,,,,45.558975,-122.514561
1417,1417,Big Four Corners Natural Area,Airport Way between NE 181st Avenue and Mason Street,2003,,0,97230,OE,,,,,,,,,,45.552232,-122.483894
1418,1418,Ed Benedict Community Garden,10441 SE Bush Street,2011,0.29105872,1,97266,OE,,"The Friends of the Memory Garden (FPMG), a non-profit organization set up to provide maintenance support and education outreach for the Portland Memory Garden, managed the construction of Ed Benedict Community Garden and assisted with outreach. The City of Portland provided soil amendments, wood chips, and permanent plant material for the garden.","In 1994, a master plan was created for Ed Benedict Park which included a community garden. In 2011, the construction of the Ed Benedict Community Garden began on the open-grass field just east of the Portland Memory Garden. The garden completes the master plan for the eastern block of the park and provides the Lents Neighborhood land for growing food. <p>",5038231612,Ed Benedict Community Garden,,PDXcommunitygardens,,,45.49516,-122.554956
1419,1419,Errol Heights Community Garden,4841 SE Tenino Court,2011,0.43726547,1,97206,SE,"This 16,500-sq-ft garden holds 55 plots. The garden facilitates public access to sustainable food practices, leisure activity, and community strengthening in the Brentwood-Darlington neighborhood.","<i>Watershed Health/Educational Benefits</i> The community garden serves as the central focal place of the park by joining neighbors in an effort to educate others about stream stewardship and assisting them in altering habits and practices to better protect Errol Creek. Positioned on the upland area of the creek, the garden offers the Johnson Creek watershed ecosystem opportunities such as a reduction in storm water impact, sediment and erosion control, and air pollution through the gas exchange of additional vegetation. The community garden enhances the variety of plant material, much of it with edible perennials, along with the practice of cover cropping and mulching in the winter. The water holding capacity of the enhanced soil will help the watershed.","Portland Parks & Recreation partnered with the Bureau of Environmental Services to acquire critical stream and habitat property on Errol Creek. In 1999, the Schnabel family sold an additional 2.32 acres of adjacent property to PP&R, making Errol Heights Park a total of 14.28 acres. In 2005, the City Council approved a master plan for Errol Heights Park, which outlines the long-term vision for the park. The plan focuses on protecting the park's natural resources while providing community and recreational opportunities that are needed in the city, particularly in the Brentwood-Darlington neighborhood.  The Errol Heights Community Garden is fully aligned with the core values and guiding principles of the park's master plan. In 2011, The Friends of Portland Community Gardens (FPCG), in partnership with PP&R and the Brentwood-Darlington Neighborhood Association, acquired funding from the Community Watershed Stewardship Program to support the development of a community garden in Errol Heights Park. <p>",5038231612,Errol Heights Community Garden,,PDXcommunitygardens,,,45.464971,-122.613749
1420,1420,Frazer Community Garden,NE 52nd Avenue and Pacific Street,2011,0.2316615,1,97213,NE,,"The Rose City Park Neighborhood Association (RCPNA) plans to incorporate and demonstrate the following sustainable design practices in the garden: a native bio-swale, water harvesting, edible perennial shrubs, and pollinator plants.","In 2009, the Rose City Park Neighborhood Association (RCPNA) identified Frazer Park as a location to build a community garden. In 2011, Portland Community Gardens Program, Friends of Portland Community Gardens, RCPNA, and Depave worked together to remove asphalt and start construction of the new garden. A grant, submitted by the Friends of Portland Community Gardens, included the following partners: Portland Community Gardens Program, Friends of Portland Community Gardens, Depave, RCPNA, Albina, Head Start, and the Oregon Department of Agriculture. Funds for a portion of the cost were provided by a grant from the East Multnomah Soil and Water Conservation District and a gift from the Portland Parks Foundation. <p>",5038231612,Frazer Community Garden,,PDXcommunitygardens,,,45.530408,-122.611249
1423,1423,Sumner Community Garden,4624 NE Sumner Street,2011,0.35125665,1,97218,NE,,,"In 2011, the Friends of Portland Community Gardens, Cully Neighborhood Association, and Portland Community Gardens Program collaborated to build a new community garden.",5038231612,Sumner Street Community Garden,,PDXcommunitygardens,,,45.559686,-122.61549
1425,1404,Clarendon Community Garden,9235 N Van Houten Avenue,2011,0.13390409,1,97203,N,,The Portsmouth Neighborhood Association received an Interstate Urban Renewal Community Livability grant for the installation of a play structure and a community garden at the former Clarendon School site. The two adjacent projects now provide recreational uses on the site for neighborhood children and gardeners.,"Portland Public Schools closed Clarendon School as part of the district's K-8 school conversion program in 2006. Since then, the site has been underutilized and no longer provides a civic use for the neighborhood. In 2010, the Portsmouth Neighborhood Association identified the school as a location for a new community garden and approached Portland Public Schools and PP&R. <p>",5038231612,Clarendon Community Garden,,PDXcommunitygardens,,,45.589856,-122.723544
1430,1415,Kenton Community Garden,N Houghton Street and Burrage Avenue,2011,0.40174569,1,97217,N,,,The Kenton Neighborhood Association worked with the City of Portland  to turn an underutilized city lot into a community garden. It was funded in part by the Portland Development Commission's Community Livability Initiative and City Commissioner Nick Fish's Community Gardens Initiative. <p>,5038231612,Kenton Community Garden,,PDXcommunitygardens,,,45.587339,-122.695512
1438,1427,River View Natural Area,SW Palatine Hill Road and SW Brugger Street,2011,146.06173699,1,97219,SW,,,"The River View Natural Area (RVNA) is a 146-acre forested parcel connecting Forest Park to the north, Tryon State Natural Area to the south, and the Willamette River to the east. It is nestled between SW Macadam Ave and SW Terwilliger Blvd in southwest Portland. RVNA has significant ecological value - 7 streams, 130 plant species, 31 mammal species, and 74 avian species have been documented within this natural area. It comprises about half of the forest canopy in the 350-acre River View subwatershed of the Lower Willamette Watershed.   Under private ownership until 2011, the RVNA was logged in the 1800s and 1950s and subjected to vegetative neglect over the next 60 years. In July 2011, the City of Portland, in partnership with Metro and Trust for Public Land, acquired the property. It is one of the largest single natural area acquisitions in the City’s history.",,River View Natural Area,,,,,45.456037,-122.668486
1439,1443,Grant Community Garden,2245 NE 36th Avenue,2011,0.15012728,1,97212,NE,,,"The Environmental Club at Grant High School took the initiative to build a community garden on the school's property. Their inspiration for the garden came from a desire to give back to the local community, provide fresh produce from the garden to be served in the school cafeteria, and learn about sustainable agriculture.  The students received a grant from State Farm and partnered with  PP&R to make the garden a reality. They enlisted the help of GreenWorks to create a design for the garden that was aesthetically pleasing, included two ADA accessible plots, and maximized available garden space. <p>",5038231612,Grant Community Garden,,PDXcommunitygardens,,,45.539707,-122.62634
1440,277,Mt. Tabor Yard,6437 SE Division Street,1930,,0,97215,SE,,,,,,,,,,45.506437,-122.596909
1441,496,Overlook House,3839 N Melrose Drive,1955,0,0,97227,N,"For rental info on Overlook House, visit the website at <a href=""http://www.historicoverlookhouse.org/"" target=""_blank"">www.historicoverlookhouse.org</a>",,"The Overlook House was built in 1928 by Herman C. and Elvira S. Raven. They owned the Raven Creamery; their milk, cream, and butter were a staple in many Portland homes of the period. The Ravens were civic-minded and encouraged the use of their home by neighborhood groups, most notably the Overlook Women’s Club. In 1951, after the death of her husband, Elvira Raven donated her home and its beautiful grounds to the City of Portland to provide a community center to her beloved Overlook neighborhood.  Since 2003, stewardship of the Overlook House has been provided by the volunteers of Friends of the Overlook House through a special agreement with the city. <p>",,,,,,,45.550379,-122.685965
1442,1458,Indian Creek Natural Area,SE Knapp Street near 103rd Avenue,2011,,0,97266,SE,,,,,,,,,,45.468962,-122.560076
1443,1459,Helensview Community Garden,8678 NE Sumner Street,2012,0.25124483,1,97220,NE,,,,5038231612,Helensview Community Garden,,PDXcommunitygardens,,,45.562223,-122.575422
1444,101444,NE 72nd Ave Community Garden,5800 NE 72nd Avenue,2012,0.56595678,1,97218,NE,,,,5038231612,NE 72nd Avenue Community Garden,,PDXcommunitygardens,,,45.564801,-122.588475
1445,1455,Mt. Tabor Community Garden,SE 64th Avenue and Lincoln Street,2012,0.53376529,1,97215,SE,,,,5038231612,Mt. Tabor Community Garden,,PDXcommunitygardens,,,45.508347,-122.598734
1446,101446,Montavilla Outdoor Pool,8219 NE Glisan Street,1930,0,1,97220,SE,,"<a href=""http://www.portlandoregon.gov/parks/61023"">Lessons, hours, fees, rentals & more!</a>",,5038233675,Montavilla Outdoor Pool,,http://www.CMCpdxcom/waderthegator,,,45.52702,-122.578275
1447,101447,Peninsula Outdoor Pool,700 N Rosa Parks Way,1913,0,1,97217,N,,"<a href=""http://www.portlandoregon.gov/parks/61025"">Swim lessons, hours, fees, rentals & more!</a>","Peninsula Pool was built to fill the need created by the Willamette River bath house closures, which were required due to increasing river pollution. As popular as the pool is with people, it also has a history of being enjoyed by Humboldt penguins. In 1957, when the penguins were scheduled to make their debut at the Washington Park Zoo, the zoo's penguin facilities were not yet finished when the birds arrived from Antarctica. Peninsula Pool was used as a holding area until their own space was ready. In 1998, two ceramic tile murals created by artist George Johanson were installed on the south wall overlooking the pool deck. These colorful murals depict people enjoying the water at the beach and at a pool. <p>",5038233677,Peninsula Outdoor Pool,,http://www.CMCpdxcom/waderthegator,,,45.569686,-122.673679
