lvl2,lvl3code,lvl3cate
Solid Waste & Recycling,ENN,ENN-2.03 - Beyond 60%:  Program Strategies for Achieving the 2005 Solid Waste Recycling Goal
Solid Waste & Recycling,ENN,ENN-2.04 - Solid Waste Management
Solid Waste & Recycling,ENN,ENN-2.05 - Containers in the Right-of-Way - Report
Solid Waste & Recycling,ENN,"ENN-2.06 - Business Solid Waste, Recycling and Composting"
Solid Waste & Recycling,ENN,ENN-2.07 - BigBelly Sponsorship Agreement
Solid Waste & Recycling,ENN,ENN-2.08 - Low Income Health Related Financial Assistance
Special Inspection Program,ENB,ENB-17.01 - Special Inspections
Special Inspection Program,ENB,ENB-17.02 - Structural Observation
Special Inspection Program,ENB,ENB-17.03 - Welder Certification
Special Inspection Program,ENB,ENB-17.04 - Special Inspector Certification
Special Inspection Program,ENB,ENB-17.05 - Training Program for Class B--Trainees
Special Inspection Program,ENB,ENB-17.06 - Approved Fabricator Certification
Special Inspection Program,ENB,ENB-17.07 - Testing Agency Certification
Special Inspection Program,ENB,ENB-17.08 - Special Inspection Program Administative Rules Appendix
Street Lighting,TRN,TRN-4.01 - Street Lighting Standards
Street Lighting,TRN,TRN-4.02 - Residential Infills Policy
Street Lighting,TRN,TRN-4.03 - Neighborhood Traffic Management Program Device Lighting Enhancement Policy
Streets & Sidewalks,TRN,TRN-1.01 - Street and Sidewalk Use Administrative Regulations
Streets & Sidewalks,TRN,TRN-1.02 - Tacoma Main Street Plan
Streets & Sidewalks,TRN,TRN-1.03 - Killingsworth Street Improvements Planning Project Final Report
Streets & Sidewalks,TRN,TRN-1.04 - Russell Street Improvements Planning Project Final Report
Streets & Sidewalks,TRN,TRN-1.05 - Street Grades
Streets & Sidewalks,TRN,TRN-1.06 - Street Vacation Checklist
Streets & Sidewalks,TRN,TRN-1.07 - Snow and Ice Response Plan
Streets & Sidewalks,TRN,TRN-1.08 - Pavement Maintenance Policy & Practice
Streets & Sidewalks,TRN,TRN-1.09 - Design Standards for Public Streets
Streets & Sidewalks,TRN,TRN-1.10 - Design Guide for Public Street Improvements
Streets & Sidewalks,TRN,TRN-1.11 - Sidewalk Maintenance Program Policy and Operating Guidelines
Streets & Sidewalks,TRN,TRN-1.12 - SW Corbett Traffic Calming Project Phase III Recommended Design and Project Implementation
Streets & Sidewalks,TRN,TRN-1.13 - Inner Powell Boulevard Streetscape Plan Final Report
Streets & Sidewalks,TRN,TRN-1.14 - Downtown Kenton Denver Avenue Streetscape Plan
Streets & Sidewalks,TRN,TRN-1.15 - Design for SW Gibbs Street Pedestrian Bridge
Streets & Sidewalks,TRN,TRN-1.16 - Sellwood Bridge Project Locally Preferred Alternative and Project Conditions
Streets & Sidewalks,TRN,TRN-1.17 - Division Streetscape and Street Reconstruction Project Report
Streets & Sidewalks,TRN,TRN-1.18 - Street Leaf Removal Program
Streets & Sidewalks,TRN,TRN-1.19 - SE Water Avenue Relocation Memorandum of Understanding and Conceptual Funding Plan
Streets & Sidewalks,TRN,TRN-1.20 - Outer Powell Conceptual Design Plan
Streets & Sidewalks,TRN,TRN-1.21 - Process and Authority for Closing Streets as Needed to Support Planned Police Public Safety and Security Missions
Streets & Sidewalks,TRN,TRN-1.22 - Infill Development on Streets with an Existing Sidewalk Corridor
Streets & Sidewalks,TRN,TRN-1.23 - Barbur Concept Plan
Streets & Sidewalks,TRN,TRN-1.24 - Temporary Suspension of Frontage Improvement Requirements for Qualifying Infill Development on Dirt & Gravel and Substandard Streets
Streets & Sidewalks,TRN,TRN-1.25 - Foster Road Transportation and Streetscape Plan
Streets & Sidewalks,TRN,TRN-1.26 - Local Transportation Infrastructure Charge
Streets & Sidewalks,TRN,TRN-1.27 - Bureau of Transportation Public Works Alternate Review Committee
Streets & Sidewalks,TRN,TRN-1.28 - Curb Extensions for Buildings and Planning Actions
Sustainability,ADM,ADM-1.09 - Sustainable Procurement Policy
Sustainability,ADM,ADM-1.10 - Sustainable Paper Use Policy
Sustainability,ADM,ADM-1.16 - Sweatshop Free Procurement Policy and Code of Conduct for Apparel Contractors
Sustainability,ENN,ENN-3.01 - Sustainable City Principles (Replaced)
Sustainability,ENN,ENN-3.02 - Sustainable City Government Partnership
Sustainability,ENN,ENN-3.03 - 2015 Sustainable City Government Principles and 2030 Environmental Performance Objectives
Traffic,TRN,TRN-2.01 - Traffic Control Devices
Traffic,TRN,TRN-2.02 - Accident Location Lookup Payment Process
Traffic,TRN,TRN-2.03 - Arterial Traffic Calming Program
Traffic,TRN,TRN-2.05 - Guide Signs
Traffic,TRN,TRN-2.06 - Guide Signs Denoting Neighborhood or Business Association Boundaries
Traffic,TRN,TRN-2.07 - Over-Dimensional Permits
Traffic,TRN,TRN-2.08 - Traffic Control Plan Rules & Procedures
Transportation Engineering & Development,TRN,TRN-9.01- Transportation Demand Management (TDM) in Campus Institutional Zones
Transportation Engineering & Development,TRN,TRN-9.02 - Transportation Demand Management (TDM) Plans in Commercial/ Mixed-Use Zones
Transportation Engineering & Development,TRN,TRN-9.03 - Catch Basins on Designated Bike Lanes
Transportation Engineering & Development,TRN,"TRN-9.04 - Drop Curbs, Handicap Ramps & Temporary Curb Crossing"
Transportation Engineering & Development,TRN,"TRN-9.05 - Utility Relocation Costs, Final Procedures for Allocation & Present Value Calculations"
Transportation Engineering & Development,TRN,TRN-9.06 - Transportation System Development Charges Administrative Procedures Guide
Transportation Engineering & Development,TRN,TRN-9.07 - Public Works Permitting Administrative Rules
Transportation Funds,TRN,TRN-5.01 - Northwest Transportation Fund Administrative Procedures Guide
Transportation Funds,TRN,TRN-5.02 - Bicycle Parking Fund Administrative Procedures Guide
Transportation Options,TRN,TRN-6.01 - Bicycle Master Plan
Transportation Options,TRN,TRN-6.02 - Pedestrian Master Plan
Transportation Options,TRN,TRN-6.03 - Southwest Urban Trails Plan
Transportation Options,TRN,TRN-6.04 - Carsharing
Transportation Options,TRN,TRN-6.05 - Carpool Program
Transportation Options,TRN,TRN-6.06 - Improving Bicycle Safety in Portland Report
Transportation Options,TRN,TRN-6.07 - Portland Bicycle Plan for 2030
Transportation Options,TRN,TRN-6.08 - Sullivan's Gulch Trail Concept Plan
Transportation Options,TRN,TRN-6.09 - PedPDX - Portland's Citywide Pedestrian Plan
Transportation Planning,TRN,TRN-7.01 - Lents Town Center Business District Transportation Plan
Transportation Planning,TRN,TRN-7.02 - South Portland Circulation Study Report & Recommendations
Transportation Planning,TRN,TRN-7.03 - Central City Transportation Management Plan Actions & Strategies
Transportation Planning,TRN,TRN-7.04 - Central City Transportation Management Plan Administration Section
Transportation Planning,TRN,TRN-7.05 - Columbia Corridor Transportation Study Report & Recommendations
Transportation Planning,TRN,TRN-7.06 - North Macadam Transportation Development Strategy
Transportation Planning,TRN,TRN-7.07 - Gateway Master Street Plan
Transportation Planning,TRN,TRN-7.08 - Pearl District Access and Circulation Plan
Transportation Planning,TRN,TRN-7.09 - Southwest Corridor Plan and Shared Investment Strategy
Transportation Planning,TRN,TRN-7.10 - Division-Midway Neighborhood Street Plan
Transportation Planning,TRN,TRN-7.11 - Tyron-Stephens Headwaters Neighborhood Street Plan
Transportation Planning,TRN,TRN-7.12 - Powell-Division Transit & Development Project Locally Preferred Alternative & Conditions for Approval
Transportation Planning,TRN,TRN-7.13 - Connectivity Strategy for Comprehensive Plan Centers in Eastern Neighborhoods
Transportation Planning,TRN,TRN-7.14 - Enhanced Transit Corridors Plan
Transportation Planning,TRN,TRN-7.15 - Southwest Corridor Light Rail Project Preferred Alternative
Urban Forestry,PRK,PRK-2.01 - Urban Forestry Management Plan
Urban Forestry,PRK,PRK-2.02 - Street Tree Ornamental Lighting Guidelines and Permit Fees
Urban Forestry,PRK,"PRK-2.03 - Tree Review, Tree Inspections, Tree Permits, and Tree Related Enforcement Fee Schedule"
Urban Forestry,PRK,"PRK-2.04 - Replanting Requirements for Tree Removal on Private Property, City-Owned and Managed Sites and Public Rights-of-Way"
Urban Services,ENB,ENB-1.01 - Urban Services Policy
Urban Services,ENB,ENB-1.02 - Urban Services Program
Urban Services,ENB,ENB-1.03 - Expedited Process for Minor Boundary Changes
Utilities Customer Service & Accounting,ADM,ADM-14.01 - Account Management Policy
Utilities Customer Service & Accounting,ADM,"ADM-14.02 - Water, Sewer, and/or Stormwater Billing Appeal Policy"
Utilities Customer Service & Accounting,ADM,ADM-14.03 - Residential and Commercial Water and Sewer Leak Adjustment Policy
Utilities Customer Service & Accounting,ADM,ADM-14.04 - Collection of Personal Information Policy
Utilities Customer Service & Accounting,ADM,ADM-14.05 - Water Quality Credits Policy
Utilities Customer Service & Accounting,ADM,ADM-14.06 - Wholesale Commodity Rates for Water Delivered by City
Utilities Customer Service & Accounting,ADM,ADM-14.07 - Rates and Charges for Water and Water-Related Services
Utilities Customer Service & Accounting,ADM,ADM-14.08 - Cost Sharing Methodology for Distribution Main Extensions and Fire Hydrants Installed in the Public Right of Way
Utilities Customer Service & Accounting,ADM,ADM-14.09 - Collection of Delinquent Receivables in Small Claims Court
Water System Engineering & Development,UTL,UTL-4.01 - Electric Rail Projects Water System Standards
Water System Engineering & Development,UTL,UTL-4.02 - Water Bureau's Developer's Manual
Water Works,UTL,UTL-2.01 - Water Efficient Plumbing Standards
Water Works,UTL,UTL-2.02 - Source Water Protection Policy Statement
Water Works,UTL,UTL-2.03 - Columbia South Shore Well Field Wellhead Protection Program
Water Works,UTL,UTL-2.04 - Columbia South Shore Well Field Wellhead Protection Area Reference Manual
Water Works,UTL,UTL-2.05 - Bull Run Conduit & Lusted Road Pipeline Water Service Policy
Water Works,UTL,UTL-2.07 - Bull Run Water Supply Habitat Conservation Plan
Water Works,UTL,UTL-2.08 - Agreement with Mt. Tabor Neighborhood Association for Mt. Tabor Park Reservoirs
Watershed,ENN,"ENN-8.01 - Actions For Watershed Health, 2005 Portland Watershed Management Plan"
Watershed,ENN,"ENN-8.02 - Actions For Watershed Health, 2005 Portland Watershed Management Plan Implementation"
Administrative Services,FIN,FIN-1.01 - Fall FY 2001-02 Supplemental Budget
Administrative Services,FIN,FIN-1.02 - FY 2003-04 Annual Budget
Administrative Services,FIN,FIN-1.03  - FY 2003-04 State Revenue Sharing Program
Administrative Services,FIN,FIN-1.04 - Spring FY 2003-04 Supplemental Budget
Administrative Services,FIN,FIN-1.05 - Fall FY 2004-05 Supplemental Budget 
Administrative Services,FIN,FIN-1.06 - FY 2005-06 State Revenue Sharing Program
Administrative Services,FIN,FIN-1.07 - FY 2005-06 Annual Budget
Administrative Services,FIN,FIN-1.08 - Spring FY 2004-05 Supplemental Budget
Administrative Services,FIN,FIN-1.09 - FY 2004-05 Spring Minor Supplemental Budget
Administrative Services,FIN,FIN-1.10 - FY 2005-06 Fall Minor Supplemental Budget
Administrative Services,FIN,FIN-1.11 - FY 2005-06 Fall Supplemental Budget 
Administrative Services,FIN,FIN-1.12 - FY 2006-07 Annual Budget
Administrative Services,FIN,FIN-1.13 - FY 2006-07 State Revenue Sharing Program
Administrative Services,FIN,FIN-1.14 - FY 2006-07 Fall Major Supplemental Budget
Administrative Services,FIN,FIN-1.15 - FY 2006-07 Fall Minor Supplemental Budget
Administrative Services,FIN,FIN-1.16 - FY 2006-07 Winter Minor Supplemental Budget
Administrative Services,FIN,FIN-1.17 - FY 2005-06 Winter Minor Supplemental Budget
Administrative Services,FIN,FIN-1.18 - FY 2005-06 Spring Major Supplemental Budget
Administrative Services,FIN,FIN-1.19 - FY 2005-06 Spring Minor Supplemental Budget
Administrative Services,FIN,FIN-1.20 - FY 2006-07 Spring Minor Supplemental Budget
Administrative Services,FIN,FIN-1.21 - FY 2006-07 Spring Major Supplemental Budget
Administrative Services,FIN,FIN-1.22 - FY 2007-08 State Revenue Sharing Program
Administrative Services,FIN,FIN-1.23 - FY 2007-08 Annual Budget
Administrative Services,FIN,FIN-1.24 - FY 2007-08 Fall Major Supplemental Budget
Administrative Services,FIN,FIN-1.25 - FY 2007-08 Fall Minor Supplemental Budget
Administrative Services,FIN,FIN-1.26 - FY 2007-08 Winter Major Supplemental Budget
Administrative Services,FIN,FIN-1.27 - FY 2007-08 Winter Budget Adjustments
Administrative Services,FIN,FIN-1.28 - FY 2008-09 State Revenue Sharing Program
Administrative Services,FIN,FIN-1.29 - FY 2007-08 Spring Major Supplemental Budget
Administrative Services,FIN,FIN-1.30 - FY 2008-09 Annual Budget
Administrative Services,FIN,FIN-1.31 - FY 2007-08 Spring Budget Adjustments
Administrative Services,FIN,FIN-1.32 - FY 2008-09 Fall Major Supplemental Budget
Administrative Services,FIN,FIN-1.33 - FY 2008-09 Fall Budget Adjustment and Minor Supplemental Budget
Administrative Services,FIN,FIN-1.34 - FY 2008-09 Spring Major Supplemental Budget
Administrative Services,FIN,FIN-1.35 - FY 2008-09 Spring Minor Supplemental Budget
Administrative Services,FIN,FIN-1.36 - FY 2008-09 Winter Budget Adjustments
Administrative Services,FIN,FIN-1.37 - FY 2008-09 Major Supplemental Budget for the Grants Fund
Administrative Services,FIN,FIN-1.38 - FY 2009-10 Annual Budget
Administrative Services,FIN,FIN-1.39 - FY 2009-10 Services Provided by City for Eligibility for State Shared Revenues
Administrative Services,FIN,FIN-1.40 - FY 2009-10 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.41 - FY 2009-10 Fall Budget Adjustment and Minor Supplemental Budget
Administrative Services,FIN,FIN-1.42 - FY 2009-10 Winter Supplemental Budget
Administrative Services,FIN,FIN-1.43 - FY 2009-10 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.44 - FY 2010-11 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.45 - FY 2010-11 Annual Budget
Administrative Services,FIN,FIN-1.46 - FY 2010-11 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.47 - FY 2010-11 Winter Supplemental Budget
Administrative Services,FIN,FIN-1.48 - FY 2010-11 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.49 - FY 2011-12 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.50 - FY 2011-12 Annual Budget
Administrative Services,FIN,FIN-1.51 - FY 2010-11 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.52 - FY 2011-12 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.53 - FY 2011-12 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.54 - FY 2012-13 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.55 - FY 2011-12 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.56 - FY 2012-13 Annual Budget
Administrative Services,FIN,FIN-1.57 - FY 2012-13 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.58 - FY 2012-13 Winter Supplemental Budget
Administrative Services,FIN,FIN-1.59 - FY 2012-13 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.60 - FY 2012-13 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.61 - FY 2013-14 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.62 - FY 2013-14 Annual Budget
Administrative Services,FIN,FIN-1.63 - FY 2013-14 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.64 - FY 2013-14 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.65 - FY 2013-14 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.66 - FY 2014-15 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.67 - FY 2014-15 Annual Budget
Administrative Services,FIN,FIN-1.68 - FY 2014-15 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.69 - FY 2014-15 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.70 - FY 2014-15 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.71 - FY 2015-16 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.72 - FY 2015-16 Annual Budget
Administrative Services,FIN,FIN-1.73 - FY 2015-16 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.74 - FY 2015-16 Revised Budget for Housing Emergency
Administrative Services,FIN,FIN-1.75 - FY 2015-16 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.76 - FY 2016-17 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.77 - FY 2016-17 Annual Budget
Administrative Services,FIN,FIN-1.78 - FY 2015-16 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.79 - FY 2016-17 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.80 - FY 2016-17 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.81 - FY 2017-18 Funds from State Under State Revenue Sharing Program
Administrative Services,FIN,FIN-1.82 - FY 2017-18 Annual Budget
Administrative Services,FIN,FIN-1.83 - FY 2016-17 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.84 - FY 2017-18 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.85 - FY 2017-18 Spring Supplemental Budget
Administrative Services,FIN,FIN-1.86 - FY 2018-19 Annual Budget
Administrative Services,FIN,FIN-1.87 - FY 2017-18 Supplemental Budget Over-Expenditure Process
Administrative Services,FIN,FIN-1.88 - FY 2018-19 Fall Supplemental Budget
Administrative Services,FIN,FIN-1.89 - FY 2018-19 Spring Supplemental Budget
Administrative Services,FIN,Comprehensive Financial Management Policies
Administrative Services,FIN,FIN-2.01 - Office of Management and Finance 2012-2017 Strategic Plan
Administrative Services,FIN,FIN-2.02 - Comprehensive Financial Management Policies Overview
Administrative Services,FIN,FIN-2.03 - Financial Planning
Administrative Services,FIN,FIN-2.04 - Budget
Administrative Services,FIN,FIN-2.05 - Financial Reporting
Administrative Services,FIN,FIN-2.06 - Revenue
Administrative Services,FIN,FIN-2.07 - Reserve Funds
Administrative Services,FIN,FIN-2.08 - Cost Allocation
Administrative Services,FIN,FIN-2.09 - Cash Management
Administrative Services,FIN,FIN-2.10 - Electronic Payment Processing Services
Administrative Services,FIN,FIN-2.11 - Treasury Holding Accounts (Rescinded)
Administrative Services,FIN,FIN-2.12 - Debt Management
Administrative Services,FIN,FIN-2.13 - Interest Rate Exchange Agreement
Administrative Services,FIN,FIN-2.14 - Investment Policy
Administrative Services,FIN,FIN-2.15 - Pension Funding Policy
Administrative Services,FIN,FIN-2.16 - Non-exchange Financial Transactions
Administrative Services,FIN,FIN-2.17 - Payment Card Industry Compliance
Administrative Services,FIN,FIN-2.18 - Interfund Lending
Administrative Services,FIN,Fund Statements of Purpose
Administrative Services,FIN,FIN-3.01 - General Fund - Fund 100
Administrative Services,FIN,FIN-3.02 - Transportation Operating Fund - Fund 200
Administrative Services,FIN,FIN-3.03 - Assessment Collection Fund - Fund 201
Administrative Services,FIN,FIN-3.04 - Emergency Communication Fund - Fund 202
Administrative Services,FIN,FIN-3.05 - Development Services Fund - Fund 203
Administrative Services,FIN,FIN-3.06 - Property Management License Fund - Fund 204
Administrative Services,FIN,FIN-3.07 - Convention and Tourism Fund - Fund 209
Administrative Services,FIN,FIN-3.08 - General Reserve Fund - Fund 210
Administrative Services,FIN,FIN-3.09 - Special Finance and Resource Fund - Fund 211
Administrative Services,FIN,FIN-3.10 - Transportation Reserve Fund - Fund 212
Administrative Services,FIN,FIN-3.11 - Housing Investment Fund - Fund 213
Administrative Services,FIN,FIN-3.12 - Parks Local Option Levy Fund - Fund 215
Administrative Services,FIN,FIN-3.13 - Children's Investment Fund - Fund 216
Administrative Services,FIN,FIN-3.14 - Grants Fund - Fund 217
Administrative Services,FIN,FIN-3.15 - Community Development Block Grant Fund - Fund 218
Administrative Services,FIN,FIN-3.16 - HOME Grant Fund - Fund 219
Administrative Services,FIN,FIN-3.17 - Portland Parks Memorial Fund - Fund 220
Administrative Services,FIN,FIN-3.18 - Tax Increment Financing Reimbursement Fund - Fund 221
Administrative Services,FIN,FIN-3.19 - Police Special Revenue Fund - Fund 222
Administrative Services,FIN,FIN-3.20 - Arts Education and Access Fund - Fund 223
Administrative Services,FIN,FIN-3.21 - Community Solar Fund - Fund 224
Administrative Services,FIN,FIN-3.22 - River District URA Debt Redemption Fund - Fund 301
Administrative Services,FIN,FIN-3.23 - Bonded Debt Interest and Sinking Fund - Fund 302
Administrative Services,FIN,FIN-3.24 - Waterfront Renewal Bond Sinking Fund - Fund 303
Administrative Services,FIN,FIN-3.25 - Interstate Corridor Debt Service Fund - Fund 304
Administrative Services,FIN,FIN-3.26 - Pension Debt Redemption Fund - Fund 305
Administrative Services,FIN,FIN-3.27 - South Park Blocks Redemption Fund - Fund 306
Administrative Services,FIN,FIN-3.28 - Airport Way Debt Service Fund - Fund 307
Administrative Services,FIN,FIN-3.29 - Gas Tax Bond Redemption Fund - Fund 308
Administrative Services,FIN,FIN-3.30 - Lents Town Center URA Debt Redemption Fund - Fund 309
Administrative Services,FIN,FIN-3.31 - Central Eastside Industrial District Debt Service Fund - Fund 310
Administrative Services,FIN,FIN-3.32 - Bancroft Bond Interest and Sinking Fund - Fund 311
Administrative Services,FIN,FIN-3.33 - Convention Center Area Debt Service Fund - Fund 312
Administrative Services,FIN,FIN-3.34 - North Macadam URA Debt Redemption Fund - Fund 313
Administrative Services,FIN,FIN-3.35 - Special Projects Debt Service Fund - Fund 314
Administrative Services,FIN,FIN-3.36 - Gateway URA Debt Redemption Fund - Fund 315
Administrative Services,FIN,FIN-3.37 - Public Election Fund - Fund 214
Administrative Services,FIN,FIN-3.38 - Governmental Bond Redemption Fund - Fund 317
Administrative Services,FIN,FIN-3.39 - Recreational Marijuana Tax Fund - Fund 227
Administrative Services,FIN,FIN-3.40 - 42nd Avenue NPI Debt Service Fund - Fund 319
Administrative Services,FIN,FIN-3.41 - Cully Blvd. NPI Debt Service Fund - Fund 320
Administrative Services,FIN,FIN-3.42 - Parkrose NPI Debt Service Fund - Fund 321
Administrative Services,FIN,FIN-3.43 - Rosewood NPI Debt Service Fund - Fund 322
Administrative Services,FIN,FIN-3.44 - Division-Midway NPI Debt Service Fund - Fund 323
Administrative Services,FIN,FIN-3.45 - 82nd Ave-Division NPI Debt Service Fund - Fund 324
Administrative Services,FIN,FIN-3.46 - BFRES Facilities GO Bond Construction Fund - Fund 400
Administrative Services,FIN,FIN-3.47 - Local Improvement District Fund - Fund 401
Administrative Services,FIN,FIN-3.48 - Parks Capital Improvement Program Fund - Fund 402
Administrative Services,FIN,FIN-3.49 - Public Safety GO Bond Fund - Fund 403
Administrative Services,FIN,FIN-3.50 - Parks Endowment Fund - Fund 500
Administrative Services,FIN,FIN-3.51 - Sewer System Operating Fund - Fund 600
Administrative Services,FIN,FIN-3.52 - Hydroelectric Power Operating Fund - Fund 601
Administrative Services,FIN,FIN-3.53 - Water Fund - Fund 602
Administrative Services,FIN,FIN-3.54 - Golf Fund - Fund 603
Administrative Services,FIN,FIN-3.55 - Portland International Raceway Fund - Fund 604
Administrative Services,FIN,FIN-3.56 - Solid Waste Management Fund - Fund 605
Administrative Services,FIN,FIN-3.57 - Parking Facilities Fund - Fund 606
Administrative Services,FIN,FIN-3.58 - Spectator Venues & Visitor Activities Fund - Fund 607
Administrative Services,FIN,FIN-3.59 - Environmental Remediation Fund - Fund 608
Administrative Services,FIN,FIN-3.60 - Sewer System Debt Redemption Fund - Fund 609
Administrative Services,FIN,FIN-3.61 - Golf Revenue Bond Redemption Fund - Fund 610
Administrative Services,FIN,FIN-3.62 - Hydroelectric Power Bond Redemption Fund - Fund 611
Administrative Services,FIN,FIN-3.63 - Water Bond Sinking Fund - Fund 612
Administrative Services,FIN,FIN-3.64 - Sewer System Construction Fund - Fund 614
Administrative Services,FIN,FIN-3.65 - Water Construction Fund - Fund 615
Administrative Services,FIN,FIN-3.66 - Sewer System Rate Stabilization Fund - Fund 617
Administrative Services,FIN,FIN-3.67 - Hydroelectric Power Renewal Replacement Fund - Fund 618
Administrative Services,FIN,FIN-3.68 - PPA Health Insurance Fund - Fund 707
Administrative Services,FIN,FIN-3.69 - Health Insurance Operating Fund - Fund 700
Administrative Services,FIN,FIN-3.70 - Facilities Services Operating Fund - Fund 701
Administrative Services,FIN,FIN-3.71 - CityFleet Operating Fund - Fund 702
Administrative Services,FIN,FIN-3.72 - Printing & Distribution Services Operating Fund - Fund 703
Administrative Services,FIN,FIN-3.73 - Insurance and Claims Operating Fund - Fund 704
Administrative Services,FIN,FIN-3.74 - Workers’ Compensation Self Insurance Operating Fund - Fund 705
Administrative Services,FIN,FIN-3.75 - Technology Services Fund - Fund 706
Administrative Services,FIN,FIN-3.76 - EBS Services Fund - Fund 708
Administrative Services,FIN,FIN-3.77 - Fire & Police Disability & Retirement Fund - Fund 800
Administrative Services,FIN,FIN-3.78 - Fire & Police Disability & Retirement Reserve Fund - Fund 801
Administrative Services,FIN,FIN-3.79 - Fire & Police Supplemental Retirement Reserve Fund - Fund 802
Administrative Services,FIN,Funds & Accounts
Administrative Services,FIN,FIN-4.01 - Community and School Traffic Safety Account
Administrative Services,FIN,FIN-4.02 - Parks Local Option Levy Fund
Administrative Services,FIN,FIN-4.03 - Fund Management (June 2005)
Administrative Services,FIN,FIN-4.04 - Fund Management (June 2006)
Administrative Services,FIN,FIN-4.05 - Sewer System Safety Net Fund & Sewer Revolving Loan Fund Closure
Administrative Services,FIN,FIN-4.06 - Public Safety Fund Closure and Renaming of Federal Grants Fund
Administrative Services,FIN,FIN-4.07 - FY 2008-09 Grants Fund Major Supplemental Budget
Administrative Services,FIN,FIN-4.08 - FY 2008-09 Grant-Related Budget Amendments Minor Supplemental Budget
Administrative Services,FIN,"FIN-4.09 - Close the Water Growth Impact Trust Fund, the Portland Police Association Health Insurance Fund and the Parking Facilities Debt Redemption Fund, and create the Tax Increment Reimbursement Fund"
Administrative Services,FIN,"FIN-4.10 - Close the Business License Surcharge Fund, and Approve Renaming the Housing and Community Development Fund to the Community Development Block Grant Fund, and Approve Creating the Headwaters Apartment Complex Fund"
Administrative Services,FIN,FIN-4.11 - Close the Campaign Finance Fund
Administrative Services,FIN,"FIN-4.12 - Approve renaming the Parks Capital Construction & Maintenance Fund, the Portland Parks Memorial Trust Fund, and the Local Improvement District Construction Fund"
Administrative Services,FIN,FIN-4.13 - Create the Arts Education and Access Fund
Administrative Services,FIN,FIN-4.14 - Adopt Budget Ajustments and Establish Appropriation Authority for the Arts Education and Access Fund and the Private For-Hire Transportation Program Reforms
Administrative Services,FIN,FIN-4.15 - Approve Creation of Debt Service Funds and Closure of Cable Fund and Private for Hire Transportation Safety Fund
Administrative Services,FIN,FIN-4.16 - Authorize Creation of Community Solar Special Revenue Fund
Administrative Services,FIN,FIN-4.17 - Approve Renaming the Tax Increment Reimbursement Fund to the Tax Increment Financing Reimbursement Fund
Administrative Services,FIN,FIN-4.18 - Approve a Fund Statement of Purpose for Each City Fund and Rename Spectator Facilities Operating Fund
Administrative Services,FIN,FIN-4.19 - Update Fund Statements of Purpose for Various City Funds
Administrative Services,FIN,FIN-4.20 - Update Fund Statements of Purpose for Various City Funds
Administrative Services,FIN,"FIN-4.21 - Approve creating the Portland Police Association Health Insurance Fund and closing the Headwaters Apartment Complex Fund, the Education URA Debt Service Fund, and the Willamette Industrial URA Debt Service Fund"
Administrative Services,FIN,"FIN-4.22 - Create, Rename, and Update the Fund Statements of Purpose for Various Funds"
Administrative Services,FIN,Levies & Taxation
Administrative Services,FIN,FIN-5.01 - FY 2003-04 Tax Levy
Administrative Services,FIN,FIN-5.02 - FY 2005-06 Tax Levy
Administrative Services,FIN,FIN-5.03 - FY 2006-07 Tax Levy
Administrative Services,FIN,FIN-5.04 - FY 2007-08 Tax Levy
Administrative Services,FIN,FIN-5.05 - FY 2008-09 Tax Levy
Administrative Services,FIN,FIN-5.06 - FY 2009-10 Tax Levy
Administrative Services,FIN,FIN-5.07 - FY 2010-11 Tax Levy
