id,article_id,number,title,TEXT,URL
9-307,9-3,307,Section 9-307 Advancement to Special Fund.,"<p>If damages are allowed to adjacent property owners because of the change of street grade, upon final determination of the amount to be awarded to each property owner and upon determination by the Council to proceed with the improvement as provided in Section 9-408, the Council shall loan or otherwise transfer from any available fund to the special assessment fund, an amount sufficient to pay all such awards. The warrants then shall be drawn in favor of the persons entitled thereto in the amounts awarded, payable upon demand, with interest as set by ordinance. No such warrant shall be delivered to a property owner who has been allowed damages until the owner applies therefor and files written acceptance of such allowance, or until the amount of award has been finally determined. The advancement authorized herein, with interest as set by ordinance, is part of the cost of the improvement and the amount of the advancement with interest shall be returned to the fund from which it was advanced, subject to the apportionment of the City's share, if any. [June 2, 1913, subdn. g, new sec. 372 1/2; 1928 pub., sec. 271; 1942 recod., sec. 9-407; am. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21562
9-308,9-3,308,"Section 9-308 Remonstrances, Assessments and Collections.","<p>If a portion of the cost of eliminating a railroad grade crossing is to be financed by local improvement assessments, the procedures for establishing a local improvement district and assessing property shall be followed. Remonstrances may be filed with the Auditor by property owners within the time to be fixed by resolution. Upon the expiration of that time, the Council shall determine whether or not to proceed with the matter. If the Council determines to proceed it may overrule any and all remonstrances. Assessments made hereunder shall be entered in the docket of City liens and collected in the same manner as other assessments and the amount to be paid by a railroad company also shall be entered on the docket of City liens and shall constitute a lien against all property of the company in the City. If any railroad company fails to pay or bond the assessment within the time provided for paying or bonding assessments for street improvements, the City may proceed by court process to require payment, or may proceed to collect the same by suit or action as other assessments are or may be collected, or by both procedures. [June 2, 1913, subdn. h, new sec. 372 1/2; 1928 pub., sec. 272; 1942 recod., sec. 9-408; am. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21563
9-309,9-3,309,Section 9-309 Bonding of Assessments; Changes of Grade.,"<p>Persons, including railroad companies whose property has been assessed for the improvement eliminating a railroad grade crossing, have the right to bond their assessments in the same manner as provided for bonding assessments for other local improvements. No further proceedings shall be required to change the grade of the street than as specified in this Article, and upon the completion of the improvement, the grade of the street shall be deemed changed to the grade established by the improvement. [June 2, 1913, subdn. i, new sec. 372 1/2; 1928 pub., sec. 273; 1942 recod., sec. 9-409; am. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21564
9-310,9-3,310,Section 9-310 No Impairment of Duty Under Franchise or Ordinance.,"<p>Nothing in this Article shall impair the right of the City to require the holder of a franchise or other person, required by ordinance or otherwise to pave a portion of street, to move any facility at his or her own expense or to improve a portion of street, to carry out his or her obligation without expense to the City. For this purpose, elimination of grade crossings is a public work and improvement. No duty, express or implied, of the holder of a franchise, contract or permit shall be impaired by amendments to this Chapter subsequent to the grant of franchise, contract or permit. [June 2, 1913, subdn. j, new sec. 372 1/2; 1928 pub., sec. 274; 1942 recod., sec. 9-410; rev. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21565
9-311,9-3,311,Section 9-311 Construction of Article.,"<p>The provisions of this Article relating to change of grade affect other provisions relating to change of grade in this Chapter. The provisions of this Article shall be construed as an additional procedure which the Council may follow in eliminating railroad grade crossings. [June 2, 1913, subdn. k, new sec. 372 1/2; 1928 pub., sec. 275; 1942 recod., sec. 9-411; rev. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21566
9-312,9-3,312,Section 9-312 Elimination of Several Crossings in One Proceeding.,"<p>The Council may provide in one proceeding under this Article for the elimination of the grade crossings of two (2) or more streets by any railroad or railroads in a district. [June 7, 1915, new sec. 275 1/2; 1928 pub., sec. 275 1/2; 1942 recod., sec. 9-412; am. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21567
9-401,9-4,401,"Section 9-401 Definition of ""Improve"" and ""Improvement.""","<p>As used in this Article, the terms ""improve"" and ""improvement"" include all construction, reconstruction, grading, regrading, paving, repaving, surfacing, resurfacing, bettering and repairing roadways, bridges, trestles, means of access and egress, underpasses, overpasses, sidewalks, crosswalks, pedestrian ways, gutters, curbs, street drainage facilities and appurtenances therefor within any street. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21568
9-402,9-4,402,Section 9-402 Improvement Procedure.,"<p>The Council hereby is authorized: to order from time to time all or part of the streets of the City to be improved; to determine the character, kind and extent of each improvement; to levy and collect an assessment upon all lots and parcels of land specially benefitted by the improvement to defray the whole or any portion of the cost; and to determine what lands are specially benefitted by the improvement and the amount to which each parcel or tract of land is benefitted. The procedural steps for an improvement shall be prescribed by ordinance. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21569
9-403,9-4,403,Section 9-403 Remonstrances.,"<p>Street improvement procedures established by ordinance shall provide for mailed notice to the property owners within the proposed district of the Council's intention to improve any street, and an opportunity for the owners of the property within the proposed assessment district to make and file written objections or remonstrances against the proposed improvement. The period for filing of written objections or remonstrances shall be set by ordinance but shall not exceed sixty days from the date notice is mailed. If the owners of three-fifths or more in area of the property file objections, further proceedings in the making of such improvement are barred for a period of six (6) months unless the owners of one-half or more of the property affected subsequently petition therefor. If an objection, remonstrance or petition is signed by the agent or attorney of any property owner, the agent or attorney's authority to sign shall be filed with the Auditor within the time provided for the remonstrance or petition or the signature shall be disregarded. If objections or remonstrances legally signed by the owners of three-fifths of the property affected are not filed, the Council may order the improvement. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21570
9-404,9-4,404,Section 9-404 Use of Earth.,"<p>When the Council by ordinance provides for making an improvement, the City may, at its option, remove, alter, dispose of or otherwise use all earth within the street lines for that improvement. [New sec. Nov. 3, 1992.]</p>",/citycode/article/21571
9-405,9-4,405,Section 9-405 Completion of Work; Spread of Assessments.,"<p>When a street improvement is wholly or partially completed to the satisfaction of the City Engineer, the completed work may be accepted and property within the district assessed for the cost under procedures established by ordinance, with opportunity for objections to be heard. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21572
9-406,9-4,406,Section 9-406 Improvement by Permit.,"<p>Whenever the grade of any street has been established, the Council may authorize any person to cut or fill the street in front of such property according to such grade, or to improve the same, or both, as the City Engineer may direct, at the expense of that person. This authority shall not be granted after notice has been given of the Council's intention to improve the street so long as the Council retains jurisdiction for the proposed improvement. In giving this authority, the Council may impose such terms and conditions as it may find appropriate. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21573
9-407,9-4,407,Section 9-407  Sidewalk Improvements and Repairs; Duty of Owners.,"<p>Sidewalks may be improved either as a part of a general street improvement or by separate proceedings. The Council may determine the grade and width of all sidewalks, materials to be used and specifications for construction. It is the duty of all owners of land abutting any street in the City to construct, reconstruct and maintain in good repair the adjoining sidewalks. If the owner of any parcel of land allows an adjoining sidewalk to be out of repair, the City Engineer shall post notice on the property directing the owner, agent or occupant thereof immediately to repair it in accordance with City specifications. If the owner, agent or occupant of any parcel of land does not properly make the sidewalk repairs within the time designated in the notice, the City Engineer may make the repairs, keeping an account of the cost and reporting it to the Council with description of the parcel of land abutting the repaired sidewalk. The Council has the same general authority and supervision over sidewalk repairs as over street improvements. If the Council finds the costs reported by the City Engineer to be reasonable, it shall approve them and thereafter, at least once a year, by ordinance assess upon each of the parcels of land abutting repaired sidewalks, the cost of making the repairs with an additional overhead charge to defray the cost of notice, engineering and advertising. All such assessments may be combined in one assessment roll and they shall be entered in the docket of City liens and collected in the same manner as are other local improvement assessments. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21574
9-408,9-4,408,Section 9-408 Damages for Negligence.,"<p>Owners of land within the City are liable for all damages resulting from their failure to put an adjoining sidewalk in repair after notice to repair as provided in this Article. No action shall be maintained against the City by or for any person injured because of any sidewalk defect. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21575
9-501,9-5,501,Section 9-501 Assessment District; Remonstrances.,"<p>When the Council has declared its intention to construct a sewer or sewer system and has fixed the boundaries of the assessment district to be benefitted and assessed therefor, the Auditor shall mail notice of such intention to the property owners within the proposed district, in accordance with procedures prescribed by ordinance. The procedures shall provide that an owner of any property within the proposed assessment district or such owner's agent who files proof of his or her authority, may file with the Auditor a written remonstrance against the proposed sewer or the plans therefor, and the Council, upon hearing the remonstrance, may discontinue proceedings in the matter. The period for filing of written objections or remonstrances shall be set by ordinance but shall not exceed sixty days from the date notice is mailed. The Council, however, may overrule any and all remonstrances and may order the improvement. The Council also may require changes in the proposed plans or changes in the boundaries of the proposed assessment district, and declare by resolution its intention to proceed on the revised basis. Such resolution shall be published and remonstrance period given as in the first instance. The improvement shall conform substantially to the plans and specifications adopted by the Council. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21576
9-502,9-5,502,Section 9-502 Joint Construction with County.,"<p>The Council may take action and proceedings for the construction of any sewer or drain jointly with any County; may levy and collect special assessments of benefits therefor; may enter into an agreement or agreements with any county for the construction, maintenance and use of sewers or drains and paying the cost thereof; may issue bonds to finance that portion of the cost agreed to be chargeable to property outside of the City; may do all other things necessary or proper to provide for the construction of sewers or drains when the design, plan or method of construction will render them beneficial to property both within and without the limits of the City; and may perform all acts necessary to implement statutes relating thereto. [Sections 95-1818 to 95-1846 O.C.L.A.; June 4, 1917, new sec. 275a; 1928 pub., sec. 275a; 1942 recod., sec. 9-501; rev. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21577
9-503,9-5,503,Section 9-503 Issuance and Sale of Bonds.,"<p>Bonds may be issued and sold after construction of any such sewer or drain has been authorized, and each bond issue shall be limited to an amount that does not exceed the portion of the cost of such sewer or drain agreed upon with the County as the amount justly and equitably to be borne by property lying beyond the City limits. Such bonds shall not be issued for longer than twenty (20) years, and may be general obligations of the City. No bonds shall be issued when the total of such bonds then outstanding would exceed five hundred thousand dollars ($500,000). In lieu of issuing bonds, the Council may provide for financing part or all of the cost agreed upon as chargeable to property outside of the City from City funds. The Council has authority to levy and collect an assessment against the property benefitted by any sewer or drain lying beyond the City limits whenever that property is included within the City limits, if no previous assessments therefor have been made on the property, and to apply the money so collected toward payment of such bonds, or to reimburse the City for any payment, expenditure or advancement for such sewer or drain. Any agreement with the County may provide for the levy and collection by the County of an assessment against property whenever the sewer or drain may immediately benefit the property because of construction of an extension, lateral, branch, or otherwise. [June 4, 1917, new sec. 275b; 1928 pub., sec. 275b; 1942 recod., sec. 9-502; rev. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21578
9-601,9-6,601,Section 9-601 Fire Stops.,"<p>As used in this Article, ""fire stop"" includes any fireproof wall or other device to prevent the spread of fire. The Council has authority by agreement or by condemnation to acquire property, easements and rights needed for the construction of fire stops; to perform the work of erecting fire stops either by direct employment of labor or by awarding contracts; and to provide for the payment of the costs thereof by the levy and collection of local assessments according to benefits for the improvement. Before fire stops are constructed an estimate shall be made of the probable cost and of the probable saving in fire risks and insurance expenses. Where a fire stop is to be constructed at the expense of property benefitted and assessed therefor, the Council shall take proceedings similar to those required for constructing sewers. The method of making and collecting assessments shall be the same as for other local improvements. The cost of acquiring property, easements or rights shall be included in the cost of the fire stop. [June 7, 1915, new sec. 294; 1928 pub., sec. 294; 1942 recod., sec. 9-601; rev. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21579
9-602,9-6,602,Section 9-602 Lighting Districts.,"<p>Whenever the owners of fifty percent or more in area of the property within any district make and file with the Auditor a petition to establish a special street lighting system within that district, the Council has authority to install, operate and maintain such a system as a local improvement and to furnish electrical current therefor. The improvement may include initial installation, continuance or change of an existing installation, substitution of different materials or special styles or locations of lights or related facilities within the district, replacements, or any combination of those items. The Council may award contracts for all or a portion of the work, maintenance or electrical energy. The Council may levy and collect local assessments on property benefitted thereby for all or a portion of the cost. The Council may authorize contribution from City funds to the cost of energy, operation and maintenance in the amount it finds an appropriate allowance for regular street lights rendered unnecessary by the special lighting system. Whenever all or part of the cost of a system is to be assessed to property benefitted, the Council shall take proceedings similar to those required for street improvement districts. [Nov. 4, 1924, new sec. 338; 1928 pub., sec. 338; 1942 recod., sec. 9-602; rev. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21580
9-603,9-6,603,Section 9-603 Other Local Improvements.,"<p>When the Council determines that a local improvement as defined by this Charter or by ordinance affords a special and peculiar benefit to property within a particular district different in kind or degree from that afforded to the general public, the Council may classify it as a local improvement and provide for the payment of all or a portion of the cost thereof by levy and collection of local assessments on the property benefitted. The procedure for street improvements shall be followed. Jurisdiction of the Council shall depend upon the extent and strength of remonstrance; provided, however, if the Council determines that the public health or public safety demands immediate construction, the Council may overrule any and all remonstrances and shall proceed as provided for sewer improvements. The Council may combine in one proceeding a street improvement, sewer improvement, street lighting improvement, and any other improvement allowed by this Charter. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21581
9-701,9-7,701,Section 9-701 Assessment District.,"<p>If the Council finds that a particular lot, tract, or parcel of land within the boundaries of a local improvement assessment district does not in fact receive any special and peculiar benefit from that improvement, it may exclude that property or show the assessment at zero (0) when apportioning costs of the local improvement in accordance with benefits and spreading the assessment. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21582
9-702,9-7,702,Section 9-702 Procedures for Assessments; Assessments Confirmed.,"<p>The Council shall establish procedures by ordinance for the estimated assessment, assessment, and reassessment of benefitted properties. An assessment shall not exceed the apportioned share of actual costs nor exceed the amount of the benefits. Each parcel of land shall be considered benefitted by the local improvement to the full amount of the assessment levied on it. Delays, mistakes, errors or irregularities in any act or proceeding in an improvement, in notices, in entry of assessment or in any related matter shall not prejudice or invalidate any final assessment, but the defect may be corrected by subsequent action. [New sec. Nov. 8, 1966; am. Nov. 3, 1992.]</p>",/citycode/article/21583
9-703,9-7,703,Section 9-703 Assessment Lien; Payment.,"<p>The docket of City liens is a public writing, and from the date of entry of any assessment, the sum entered is a lien upon the land against which it is entered. Assessment liens shall have priority over all other liens and encumbrances. The sum assessed for a local improvement shall be due and payable from the date of entry upon the lien docket, and if not paid or bonded as provided by law within thirty (30) days from that date, the amount of assessment then shall be delinquent and shall bear interest at the rate fixed by ordinance from the date of assessment. [am. Nov. 3, 1992.]</p>",/citycode/article/21584
9-704,9-7,704,Section 9-704 Delinquency and Sale for Unpaid Assessments.,"<p>The Treasurer shall proceed to collect the unpaid assessments by advertising and selling the assessed land in the manner provided by State law or City ordinance. Rates of penalty and interest shall be determined by ordinance. The sale price shall include all assessment principal and interest due, penalties and charges due, and all costs associated with the sale of the property.</p>
<p>Whenever the market valuation for tax purposes of land assessed and subject to sale for collection of unpaid assessment exceeds the sum payable to the City of the unpaid assessment, interest and estimated costs plus the total of any past due taxes by twenty-five percent or more of the City and tax liens, the Treasurer may, subject to general guidelines of the Commissioner In Charge and/or the Council, withhold or withdraw such property from public sale and in lieu thereof may sell the property by private sale to the City upon payment by the City from the Assessment Collection Fund, elsewhere provided in this Charter, of the unpaid assessment, interest and costs. If land is not valued for tax purposes, the market value estimated by the City shall be considered the market valuation for tax purposes under this Section.</p>
<p>The Treasurer shall report to the Council the sales and collections on delinquencies and the City official designated by ordinance shall make proper entries in the lien docket. Thereafter no transfer or assignment of any certificate of sale hereunder shall be valid unless entry of that transfer or assignment has been noted in the lien docket after appropriate filing with the City. In case any property remains unsold, that property again may be offered for sale in like manner. [New sec. Nov. 8, 1966; am. Dec. 14, 1971; am. May 20, 1986; am. Nov. 3, 1992.]</p>",/citycode/article/21585
9-705,9-7,705,Section 9-705 Redemption.,"<p>The City ordinance authorizing sale of property for delinquent assessments and the notice of sale to persons with an interest in the property stating that the property has been sold shall clearly state the provisions for redemption of the property by the prior owner as provided by State law or City ordinance. [am. Nov. 3, 1992.]</p>",/citycode/article/21586
9-801,9-8,801,Section 9-801 Applications for Bonding.,"<p>Within thirty (30) days after notice of an assessment, deficit assessment or reassessment for a local improvement is first mailed, if the assessment exceeds a minimum fixed by the Council, the owner of the property assessed may file a written application to pay the assessment in installments. The application shall provide that the owner agrees to pay the assessment in installments including interest and charges as specified by the Council. The application also shall describe the applicant's property assessed for the improvement. [June 7, 1915, new sec. 278; 1928 pub., sec. 278; 1942 recod., sec. 9-701; rev. Nov. 8, 1966; am. May 20, 1986; am. Nov. 3, 1992.]</p>",/citycode/article/21587
9-802,9-8,802,Section 9-802 Final Assessment Bond Lien Docket.,"<p>After the time expires for filing applications to pay assessments in installments, the City official designated by ordinance shall enter all applications received in a docket kept for that purpose under separate heading for each improvement. Thereafter, that docket shall stand as a bond lien docket in favor of the City for the amount of the unpaid assessments docketed therein, with interest on unpaid assessments at a rate determined by ordinance, against each parcel of land assessed, until the assessments and interest are paid. All unpaid assessments and interest are a lien upon each parcel of land in favor of the City, and that lien shall have priority over all other liens and encumbrances. [New sec. Nov. 8, 1966; am. May 20, 1986; am. Nov. 3, 1992.]</p>",/citycode/article/21588
9-803,9-8,803,Section 9-803 Improvement Bonds.,"<p>After the bond lien docket is made up for the particular local improvement, the Council shall authorize by ordinance the issuance of bonds not exceeding the actual costs of the unpaid improvement assessments as shown on the bond lien docket. [New sec. Nov. 8, 1966; May 20, 1986; am. Nov. 3, 1992.]</p>",/citycode/article/21589
9-804,9-8,804,Section 9-804 Installment Payments; Delinquency and Collections.,"<p>Bonded assessments shall be paid in installments, plus accrued interest, penalties, and charges, as specified by ordinance. If payment of any installment is delinquent thirty (30) days, the entire unpaid balance is immediately due and payable, and the installment contract may be declared void. The property owner may execute a new agreement as provided by City Code, or the City may collect the total amount due in the manner as provided by ordinance. Prior to sale of the property for collection, the owner may remove the property from the sale list in the manner provided by Code. [New sec. Nov. 8, 1966; am. May 20, 1986; am. Nov. 3, 1992; am. May 18, 1994.]</p>",/citycode/article/21590
9-805,9-8,805,Section 9-805 Sinking Funds; Investment; Bond Reissuance and Rebonding.,"<p>After issuance of improvement bonds covering unpaid bonded assessment for a particular improvement, the City official designated by ordinance shall keep an account of money paid upon bonded improvement assessments separate from other City funds, as provided by ordinance.</p>
<p>Whenever improvement bonds issued upon bonded assessments are redeemable and it appears to the Council advantageous to redeem them, but money available in the sinking fund account is insufficient, the Council may transfer money from another sinking fund or sinking fund account as a temporary loan to the sinking fund account to be redeemed, to be repaid with interest at the rate fixed by the Council. The Council may authorize and provide for issuance and sale of new bonds upon bonded assessments to redeem outstanding bonds. Such new bonds shall be limited in amount to the amount of bonds to be redeemed from the proceeds, shall bear interest, be sold and be redeemable as provided in this Charter. In case of a temporary loan, if property owners fail to pay into the sinking fund a sufficient amount to repay the temporary loan, when needed, the Council shall provide money for repayment by the sale of bonds as provided in this Section. [New sec. Nov. 8, 1966; am. May 20, 1986; am. Nov. 3, 1992.]</p>",/citycode/article/21591
9-806,9-8,806,Section 9-806 Assessment-Collection Bonds; Assessment Collection Fund.,"<p>To facilitate collection of delinquent assessments and to assist in financing local improvements, the Council may issue and dispose of bonds to be known as Assessment-Collection Bonds. The total amount of these bonds shall not exceed one million five hundred thousand dollars ($1,500,000) outstanding at any one time. The bonds shall be general obligations of the City and shall be issued and sold in any denominations in the same manner as other bonds of the City. The rate of interest thereon shall not exceed the maximum rate permitted under State law, and their maturity shall not exceed twenty (20) years.</p>
<p>Money from the sale of the bonds, after paying from the proceeds the costs of advertising and sale, shall be deposited in a special fund known as the ""Assessment Collection Fund,"" which may be used under Council direction for purchasing property by and in the name of the City at Treasurer's sale or other sale for City assessments, and at foreclosure sales for delinquent taxes, to protect the interest and rights of the City in the property. Net proceeds from the sale of property purchased from the Assessment Collection Fund shall be credited to that fund.</p>
<p>In selling property purchased from the Assessment Collection Fund, or Treasurer's certificates thereon, no transfer of certificate of sale or deed to the City shall be held void or insufficient because of any omission, error, defect or objection, jurisdictional or otherwise, in the assessment or other proceedings if, at some stage of the proceedings before assessment was made, notice was given, and if the description of the property in the certificate or deed is reasonably sufficient to identify it. This provision is intended to be curative as fully as the people may enact, as to all matters affecting the validity of the certificate or deed. Every certificate of sale or deed shall be presumptive evidence of the regularity and sufficiency of all things affecting its validity. In any case where this curative provision is found insufficient, the money realized from the attempted sale shall be treated as not applying to the payment of the attempted assessment, and shall not discharge any obligation of the owner of the property to bear a fair and just proportion of the cost of the local improvement for which the attempted assessment was made. Proceeds from the attempted sale shall be refunded to the Assessment Collection Fund and the Council may make a reassessment against that property.</p>
<p>The Council may renew the Assessment Collection Fund from time to time by selling additional bonds, subject to the limitation in this Article on total amount.</p>
<p>The Council may provide for the sale and assignment of certificates of sale and the assignment or conveyance of the rights of the City in such property either before or after receiving the deed from the City Treasurer or from County officials; may provide for sale of the property under contract for not more than ten (10) years; may pay real estate commissions, court costs, legal and clerical services and all other expenses related to the purchase and clearance of title; may purchase or redeem any Treasurer's certificates of sale outstanding against the property; may pay any tax liens outstanding against the property; may transfer money from the Assessment Collection Fund to the General Fund, provided that provision is made for redemption of outstanding Assessment-Collection Bonds; may provide for waiving all or part of accrued penalties; may pay any bonded or open liens outstanding against the property and cancel assessments against it; and may enact ordinances to give full effect to this Section.</p>
<p>The Assessment Collection Fund may also be used to purchase and hold warrants issued upon any special local improvement fund formed or to be formed. The face amount and interest on warrants so purchased shall be credited, upon payment, to the Assessment Collection Fund. [New sec. Nov. 8, 1966; am. Dec. 14, 1971; am. May 20, 1986; am. Nov. 3, 1992.]</p>",/citycode/article/21592
10-101,10-1,101,"Section 10-101 Definition, ""Public Utility.""","<p>The term ""public utility"" as used in this Charter shall be deemed to include every plant, property or system engaged in the public service within the City or operated as a public utility as such terms are commonly understood. [May 3, 1913, new sec. 60; rev. 1914, sec. 153; 1928 pub., sec. 153; 1942 recod., sec. 10-101.]</p>",/citycode/article/21628
10-102,10-1,102,Section 10-102 General Provisions.,"<p>The City of Portland shall have the power to construct, condemn, purchase, add to, acquire, maintain, operate and own all or any part of any public utility or any plant or enterprise, for the purpose of serving the City and the people thereof for uses public and private. Such power may be exercised in any lawful manner and shall include the power to purchase, condemn or otherwise acquire any franchise heretofore granted to operate a public utility. [May 3, 1913, new sec. 58; rev. 1914, sec. 151; 1928 pub., sec. 151; 1942 recod., sec. 10-102.]</p>",/citycode/article/21629
10-103,10-1,103,Section 10-103 Power of Construction and Acquisition.,"<p>The City shall have the power to construct and acquire in any legal way and to maintain and operate works, plants and facilities for the purpose of doing any and all municipal work by direct employment of labor under the supervision of the City, and may use such works, plants and facilities, and the product thereof, for the purpose of doing municipal work of all kinds, and shall have the power to sell such product for use in the construction of municipal improvements of all kinds. It shall have power to provide payment for the whole or any part of local improvements constructed or done by the City directly under the provisions of this Section by assessment against the property benefited thereby.</p>
<p>Funds for the carrying out of this Section may be provided by issuing bonds as provided in Section 7-201 of this Charter or by the use of any moneys in the General Fund at the end of the fiscal year. [May 3, 1913, new sec. 59; rev. 1914, sec. 152; 1928 pub., sec. 152; 1942 recod., sec. 10-103.)</p>",/citycode/article/21652
10-104,10-1,104,Section 10-104 Debt Limitation.,"<p>No indebtedness shall be incurred for the acquisition of any public utility under the provisions of this Charter, which, together with the existing bonded indebtedness of the City, shall exceed at any one time seven percent of the assessed value of all real and personal property in the City, but in estimating such bonded indebtedness, all bonds given for the acquisition or construction of public properties and utilities the interest on which bonds is paid out of the earnings of said public utilities or properties, shall be excluded; provided, that whenever and for so long as such utility or undertaking fails to produce a sufficient revenue to pay all costs of operation and administration (including interest on the City bonds issued therefor and the cost of insurance against loss by fire, accidents, and injuries to persons), and an annual amount sufficient to pay at or before maturity all bonds issued on account of said undertaking, all such bonds outstanding shall be included in determining the limitation of the City's power to incur indebtedness, unless the principal and interest thereof be payable exclusively from the receipts of such undertaking. The City officer responsible for accounting shall annually report to the Council, in detail, the amount of revenue from each such undertaking, and whether there is any, and if so, what, deficit in meeting the requirements above set forth. [Ch. 1903, sec. 88; rev. 1914, sec. 160; 1928 pub., sec. 160; 1942 recod., sec. 10-105; rev. Nov. 8, 1966; am. May 20, 1986.]</p>",/citycode/article/21653
10-105,10-1,105,Section 10-105 Supervision and Regulation.,"<p>The Council shall have general supervision and power of regulation of all public utilities within the City of Portland, and of all persons and corporations engaged in the operation thereof. [May 3, 1913, part of new sec. 61; rev. 1914, sec. 154; 1928 pub., sec. 154; 1942 recod., sec. 10-106; rev. Nov. 8, 1966.]</p>",/citycode/article/21654
10-106,10-1,106,Section 10-106 Investigations and Rate Fixing.,"<p>The Council shall have the power to investigate from time to time, and whenever they shall deem that the public service, health or welfare require it, the affairs, business and property of any public utility within the City. For that purpose they shall have the right to compel the attendance of witnesses and the production of books, papers and records, and of entry in person or by authorized agent upon any premises or places of any person or corporation engaged in the operation of a public utility. They shall have the power to control, regulate and order such changes, improvements, extensions, additional facilities, appliances or equipment in or upon the plant and property of any person or corporation operating public utilities within the City as may be deemed necessary to promote the public interest, convenience or safety, and to protect its employees in the construction, maintenance or operation of any such public utilities.</p>
<p>Every charge, rate, fare or compensation made, charged or demanded by any person or corporation engaged in the operation of a public utility within the City of Portland for any service rendered or to be rendered shall be just, fair and reasonable. The Council shall have the power to hear and determine what are just, fair and reasonable rates, fares and charges and to fix and limit such rates, fares and charges and for that purpose may make valuations of the property of any person or corporation engaged in the operation of a public utility within the City. To that end they shall make and enforce regulations providing that at the time of construction or acquisition of any plant or property rendering a public service and of any improvement or additions thereto the person or corporation having charge thereof shall record with the City Officer responsible for accounting a description of all property which such person or corporation shall intend to present for such valuation and all later improvements when made, together with full information as to the cost thereof and vouchers supporting the same, to the end that a complete record of all property to be valued under this Section shall be at all times available. [May 3, 1913, new sec. 62; rev. 1914, sec. 156; 1928 pub., sec. 156; 1942 recod., sec. 10-107; rev. Nov. 8, 1966; am. May 20, 1986.]</p>",/citycode/article/21655
10-107,10-1,107,Section 10-107 Quarterly Reports.,"<p>Every person or corporation operating a public utility within the City rendering service to be paid for wholly or in part by the users of such service shall keep full and correct books and accounts and make stated quarterly reports in writing to the Council, verified by such person or an officer of the corporation, which shall contain an accurate statement in summarized form as well as in detail of all receipts from all sources and all expenditures for all purposes together with a full statement of all assets and debts including stock and bond issues as well as such other information as to the cost and profits of said service, and the financial condition of such grantee as the Council may require. Such reports shall be public and a summary thereof shall be printed as a part of the City's annual financial report, and the Council may inspect or examine, or cause to be inspected or examined, at all reasonable hours, any and all books of account and vouchers of such grantee.</p>
<p>Such books of account shall be kept and reports made in accordance with forms and methods prescribed by the Council and so far as practicable shall be uniform for all grantees and holders of franchises, and shall, except for important and necessary changes, conform to such reports as are required by state or federal public utility commissions.</p>
<p>[May 3, 1913, new sec. 63; rev. 1914, sec. 157; 1928 pub., sec. 157; 1942 recod., sec. 10-108; rev. Nov. 8, 1966; am. May 20, 1986.]</p>",/citycode/article/21656
10-108,10-1,108,"Section 10-108 Orders, Rules, and Regulations.","<p>The Council shall have power to make all orders, rules and regulations necessary or appropriate to carry into effect the powers granted and to make the same effective by penalties and forfeitures, and upon failure by any franchise holder to comply with any of the requirements of Section 10-107, 10-216, 10-213 or 10-214 of this Charter for a period of thirty (30) days after notice, the Council shall have power to declare by ordinance a forfeiture of the franchise under which any person or corporation so failing to comply is operating a public utility within the City of Portland.</p>
<p>Every such order, rule or regulation of the Council shall take effect at a time to be therein specified, and shall continue in force until modified or abrogated by the Council or modified, suspended or set aside by the decree or judgment of a court of competent jurisdiction.</p>
<p>Whenever any person or corporation against whom any rule, order or regulation is directed, as provided by the foregoing subdivision shall believe an order to be unjust or unreasonable, such person or corporation may test its justice or reasonableness by a proper action in the courts commenced within thirty (30) days after service of any such order, rule or regulation, and in such action such further order may be entered in the premises as shall be warranted by the facts developed upon the trial and the law applicable thereto. [May 3, 1913, new sec. 64; rev. 1914, sec. 158; 1928 pub., sec. 158; 1942 recod., sec. 10-109; rev. Nov. 8, 1966.]</p>",/citycode/article/21657
