CATEGORY_NAME,CONTENT_ID,DEPTH,END_DATE,EVENT_NAME,EVENT_TYPE_NAME,EXPIRE_DATE,LAST_UPDATED_DATE,LENGTH,LOCATION,PUBLISH_DATE,START_DATE,STATUS,SUMMARY_TEXT,TEXT,URL,NEIGHBORHOOD
SE Events,755100,2,2021-07-08 03:30:00 UTC,Mt Scott Arletta NA General Meeting,Meetings,,2020-03-04 21:51:24 UTC,,"Mt Scott Community Center & Pool, 5530 SE 72nd Ave, Portland, OR 97206, USA",,2021-07-08 01:30:00 UTC,A,Mt. Scott Arleta Neighborhood Association General Meeting,"<p>The Mt. Scott-Arleta Neighborhood Association meets on the first Wednesday of the month at 6:30 PM, Mt. Scott Community Center, 5530 SE 72nd Avenue.</p>
<p>No meeting in August.</p>",https://www.portlandoregon.gov/civic/article/755100,Mt. Scott-Arleta
NW and Inner SW Events,778635,2,2021-07-08 04:00:00 UTC,GHFL Planning & Zoning Cmte,Land Use Planning,,2020-11-25 03:05:55 UTC,,virtual,2020-11-25 03:05:55 UTC,2021-07-08 02:00:00 UTC,A,,<p>contact info@goosehollow.org for meeting access</p>,https://www.portlandoregon.gov/civic/article/778635,Goose Hollow
SE Events,755168,2,2021-07-08 04:00:00 UTC,SMILE NA General Meeting,Meetings,,2020-03-04 22:03:21 UTC,,"SMILE Station, 8210 SE 13th Avenue",,2021-07-08 02:30:00 UTC,A,Sellwood-Moreland Neighborhood Association General Meeting,,https://www.portlandoregon.gov/civic/article/755168,Sellwood-Moreland
North Events,594416,2,2021-07-13 03:30:00 UTC,St Johns Neighborhood Association General Mtg,Community Events,,2016-10-12 22:57:51 UTC,,St Johns Community Center,,2021-07-13 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/594416,St. Johns
NW and Inner SW Events,778660,2,2021-07-20 02:30:00 UTC,NW District Association Board Meeting,Neighborhood/Business Association Meeting,,2020-11-25 02:54:55 UTC,,,2020-11-25 02:54:55 UTC,2021-07-20 01:00:00 UTC,A,,<p>contact for meeting access&nbsp;president@northwestdistrictassociation.org&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778660,Northwest District
SE Events,755695,2,2021-07-20 04:00:00 UTC,SE Uplift Land Use & Transportation Committee meeting,Land Use Planning,,2020-03-04 23:29:48 UTC,,"3534 SE Main St. Portland, OR 97214",,2021-07-20 02:00:00 UTC,A,,"<pre>The monthly SE Uplift Land Use and Transportation Committee (LUTC) meeting welcomes all residents, community organizations, and neighborhood Land Use/Transportation Representatives. <br />We hear from content experts on a variety of land use and transportation related topics, network, and keep in tune to projects happening in Southeast and across Portland. <br />The LUTC meets the third Monday of every month except in August and December. Contact Leah Fisher, Neighborhood Planning Program Manager if you'd like to request/propose an agenda item. </pre>
<p><br /><br /></p>",https://www.portlandoregon.gov/civic/article/755695,Southeast
NW and Inner SW Events,778945,2,2021-07-20 17:00:00 UTC,Downtown Land Use & Transportation Committee,Land Use Planning,,2020-11-26 00:52:20 UTC,,,,2021-07-20 15:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/778945,Portland Downtown
SE Events,755762,2,2021-07-21 04:00:00 UTC,Hosford Abernethy NA General Meeting,Meetings,,2020-03-04 23:34:31 UTC,,"Carvlin Hall, St Philip Neri Campus, 2408 SE 16th Ave",,2021-07-21 02:00:00 UTC,A,,"<p>Hosford Abernethy Neighborhood Development meets on the third Tuesday of the month at 7 PM, St. Phillip Neri Church, 2408 SE 16th Avenue.</p>
<p>No meetings in August and December.</p>",https://www.portlandoregon.gov/civic/article/755762,Hosford-Abernethy
East Events,751439,2,2021-07-22 03:30:00 UTC,East Portland Land Use and Transportation Committee,Community Events,,2020-01-13 22:16:55 UTC,,"EPCO | 1017 NE 117th Ave. Portland, OR 97220",2020-01-13 22:16:55 UTC,2021-07-22 01:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/751439,Northeast
SE Events,755833,2,2021-07-22 04:00:00 UTC,SMILE NA Board Meeting,Meetings,,2020-03-05 00:09:56 UTC,,"SMILE Station, 8210 SE 13th Avenue",,2021-07-22 02:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/755833,Sellwood-Moreland
SE Events,755973,2,2021-07-27 00:00:00 UTC,ArdenwaArdenwald Johnson-Creek NA Meeting,Meetings,,2020-03-05 00:20:54 UTC,,Milwaukie Cafe and Bottleshop (9401 SE 32nd Ave),,2021-07-26 15:00:00 UTC,A,,"<p><a href=""http://www.ardenwald.org/"">http://www.ardenwald.org/</a></p>
<p>Regular neighborhood meetings are held on the fourth Monday of the month.&nbsp;&nbsp;In December, the Holiday Potluck takes place in lieu of the meeting.</p>
<p>&nbsp;</p>",https://www.portlandoregon.gov/civic/article/755973,Ardenwald-Johnson Creek
NW and Inner SW Events,778870,2,2021-07-28 03:00:00 UTC,Downtown Neighborhood Association Meeting,Neighborhood/Business Association Meeting,,2020-11-25 03:25:25 UTC,,,,2021-07-28 01:00:00 UTC,A,,<p>contact for meeting access&nbsp;communications@portlanddowntownna.com&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778870,Portland Downtown
North Events,594357,2,2021-08-01 23:30:00 UTC,St Johns Neighborhood Association Board,Community Events,,2020-01-13 18:26:46 UTC,,"BES Water Lab, 6543 N Burlington Ave ",2020-01-13 18:26:46 UTC,2021-08-01 21:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/594357,St. Johns
SE Events,755065,2,2021-08-03 04:00:00 UTC,SE Uplift Board Meeting,Meetings,,2020-03-04 21:35:09 UTC,,"3534 SE Main St. Portland, OR 97214",,2021-08-03 02:00:00 UTC,A,SE Uplift Neighborhood Coalition Board Meeting,"<p>SE Uplift is accessible via the 14, 15, 66 and 75 bus lines.&nbsp;</p>",https://www.portlandoregon.gov/civic/article/755065,Southeast
NW and Inner SW Events,778934,2,2021-08-03 17:00:00 UTC,Downtown Land Use & Transportation Committee,Land Use Planning,,2020-11-26 00:48:50 UTC,,,,2021-08-03 15:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/778934,Portland Downtown
Inner NE Events,782039,2,2021-08-04 04:00:00 UTC,Sullivans Gulch Neighborhood Association Meetings,Neighborhood Event,,2021-03-06 00:04:17 UTC,,Check website for location,,2021-08-04 01:00:00 UTC,A,Sullivans Gulch Neighborhood Association,"<p>Sullivan's Gulch Neighborhood Association meets first Tuesdays at 7:30-9; LUTC meeting first Tuesdays, 6-7:30</p>
<div>Please check website for meeting location/Zoom link at&nbsp;<a href=""http://sullivansgulch.org/"" target=""_blank"" data-saferedirecturl=""https://www.google.com/url?q=http://SullivansGulch.org&amp;source=gmail&amp;ust=1615072014445000&amp;usg=AFQjCNF3qI6nVam1I2Mr_9FE1aVQzLCuww"">SullivansGulch.org</a></div>",https://www.portlandoregon.gov/civic/article/782039,Sullivan's Gulch
SE Events,755101,2,2021-08-05 03:30:00 UTC,Mt Scott Arletta NA General Meeting,Meetings,,2020-03-04 21:51:26 UTC,,"Mt Scott Community Center & Pool, 5530 SE 72nd Ave, Portland, OR 97206, USA",,2021-08-05 01:30:00 UTC,A,Mt. Scott Arleta Neighborhood Association General Meeting,"<p>The Mt. Scott-Arleta Neighborhood Association meets on the first Wednesday of the month at 6:30 PM, Mt. Scott Community Center, 5530 SE 72nd Avenue.</p>
<p>No meeting in August.</p>",https://www.portlandoregon.gov/civic/article/755101,Mt. Scott-Arleta
NW and Inner SW Events,778636,2,2021-08-05 04:00:00 UTC,GHFL Planning & Zoning Cmte,Land Use Planning,,2020-11-25 03:05:57 UTC,,virtual,2020-11-25 03:05:57 UTC,2021-08-05 02:00:00 UTC,A,,<p>contact info@goosehollow.org for meeting access</p>,https://www.portlandoregon.gov/civic/article/778636,Goose Hollow
SE Events,755169,2,2021-08-05 04:00:00 UTC,SMILE NA General Meeting,Meetings,,2020-03-04 22:03:23 UTC,,"SMILE Station, 8210 SE 13th Avenue",,2021-08-05 02:30:00 UTC,A,Sellwood-Moreland Neighborhood Association General Meeting,,https://www.portlandoregon.gov/civic/article/755169,Sellwood-Moreland
North Events,594417,2,2021-08-10 03:30:00 UTC,St Johns Neighborhood Association General Mtg,Community Events,,2016-10-12 22:57:51 UTC,,St Johns Community Center,,2021-08-10 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/594417,St. Johns
